direccion,distrito,metraje,dormitorios,precio
Jr Pomabamba Covida los olivos,"Covida, Los Olivos",97 m² tot.,2 dorm.,"S/ 1,200"
AV. DOS DE MAYO 416,"Orrantia, San Isidro",230 m² tot.,3 dorm.,"S/ 4,940 · USD 1,300"
José Rufino Echenique 120,"San Miguel, Lima",90 m² tot.,3 dorm.,"S/ 1,400"
Calle Bartolomé Bermejo 160,"San Borja, Lima",67 m² tot.,1 dorm.,"S/ 1,900 · USD 500"
Las camelias 217,"Camacho, La Molina",1262 m² tot.,5 dorm.,"S/ 26,593 · USD 7,000"
Malecon Reserva 1165,"Miraflores, Lima",105 m² tot.,2 dorm.,"S/ 4,902 · USD 1,290"
LEONIDAS YEROVI,"San Isidro, Lima",100 m² tot.,1 dorm.,"S/ 5,166 · USD 1,400"
CONDE DE LA VEGA,"Chacarilla Del Estanque, Santiago de Surco",150 m² tot.,3 dorm.,"S/ 4,800 · USD 1,350"
Av. La Cultura al 300,"Los Libertadores, San Martín de Porres",72 m² tot.,3 dorm.,S/ 900 · USD 240
28 DE Julio CON Reducto Miraflores,"Miraflores, Lima",60 m² tot.,1 dorm.,"S/ 2,550 · USD 685"
NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL
Ayacucho,"San Miguel, Lima",48 m² tot.,1 dorm.,"S/ 1,650"
cerca al parque de rinconada,"La Molina, Lima",494 m² tot.,4 dorm.,"S/ 10,962 · USD 2,900"
Los aromos,"Sirius, La Molina",280 m² tot.,4 dorm.,"S/ 5,670 · USD 1,500"
NULL,NULL,NULL,NULL,NULL
CALLE JOSE GALVEZ 625,"Miraflores, Lima",80 m² tot.,2 dorm.,"S/ 4,560 · USD 1,200"
Av. Arenales,"Lince, Lima",47 m² tot.,1 dorm.,"S/ 1,850"
AVENIDA CIRCUNVALACION DEL CLUB GOLF LOS INCAS 148 - MOON DEPARTAMENTO DE LUJO VISTA ESPECTACULAR !!,"Club Golf Los Incas, Santiago de Surco",230 m² tot.,3 dorm.,"S/ 8,800 · USD 2,380"
NULL,NULL,NULL,NULL,NULL
Calle Los Alamos,"Orrantia, San Isidro",540 m² tot.,5 dorm.,"S/ 19,000 · USD 5,000"
calle Basadre 568,"Orrantia, San Isidro",189 m² tot.,4 dorm.,"S/ 4,625 · USD 1,250"
"Pje. Pukin, Urb. Túpac Amaru, San Luis.","Tupac Amaru, San Luis",15 m² tot.,1 dorm.,S/ 450
PARQUES DE LA HUACA,"San Miguel, Lima",95 m² tot.,3 dorm.,"S/ 2,100 · USD 550"
echenique 9xx,"Magdalena, Lima",173 m² tot.,4 dorm.,"S/ 2,800 · USD 760"
jr centenario 169,"Barranco, Lima",78 m² tot.,1 dorm.,"S/ 2,373 · USD 650"
Av República de Chile,"Jesús María, Lima",57 m² tot.,2 dorm.,"S/ 2,500"
Calle José Nicolás de Rodrigo 3XX,"Santiago de Surco, Lima",135 m² tot.,3 dorm.,"S/ 5,700 · USD 1,500"
Dirección no informada,"Barranco, Lima",170 m² tot.,2 dorm.,"S/ 4,880 · USD 315,000"
La Punta,"La Punta, Callao",789 m² tot.,6 dorm.,"S/ 16,965 · USD 1,250,000"
Monte Abeto 574,"Santiago de Surco, Lima",170 m² tot.,3 dorm.,"S/ 3,000"
"JOSÉ DEL LLANO ZAPATA, MIRAFLORES","Miraflores, Lima",150 m² tot.,2 dorm.,"S/ 6,650 · USD 1,800"
Huascar 1989,"Jesús María, Lima",82 m² tot.,3 dorm.,"S/ 2,886 · USD 780"
Enrique Palacios 470,"Miraflores, Lima",103 m² tot.,3 dorm.,"S/ 3,200"
Av. Costanera 2210,"San Miguel, Lima",71 m² tot.,1 dorm.,"S/ 1,400"
CRUZ DEL SUR,"Embajadores, Santa Maria Del Mar",153 m² tot.,3 dorm.,"S/ 4,500 · USD 345,000"
CALLE ABASCAL CDRA 2 SAN ISIDRO,"San Isidro, Lima",248 m² tot.,NULL,"S/ 5,670 · USD 1,500"
Calle Huari 100,"Pueblo Libre, Lima",70 m² tot.,1 dorm.,"S/ 1,500"
AV SAN BORJA SUR 1157,"San Borja Sur, San Borja",167 m² tot.,4 dorm.,"S/ 1,014,600 · USD 267,000"
NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL
Cll. Enrique Palacios 1160,"Miraflores, Lima",140 m² tot.,4 dorm.,"S/ 2,950 · USD 785"
Calle Miguel G. Seminario 190 - San Isidro,"Corpac, San Isidro",60 m² tot.,2 dorm.,"S/ 3,000 · USD 800"
"Av. Talara, 765","Jesús María, Lima",42 m² tot.,1 dorm.,"S/ 1,900"
NULL,NULL,NULL,NULL,NULL
AV. VELASCO ASTETE 3434,"Prolong. Benavides, Santiago de Surco",43 m² tot.,1 dorm.,"S/ 2,000 · USD 534"
Alcanfores con malecón 340,"Armendariz, Miraflores",90 m² tot.,2 dorm.,"S/ 3,560 · USD 950"
"Avenida Javier Prado Oeste, 1260","San Isidro, Lima",219 m² tot.,2 dorm.,"S/ 5,215 · USD 419,000"
NULL,NULL,NULL,NULL,NULL
Av. Los Alisos y Av. Universitaria,"Comas, Lima",140 m² tot.,4 dorm.,"S/ 1,700"
los forestales 979,"La Molina, Lima",74 m² tot.,2 dorm.,"S/ 2,200"
AV PARQUE RESERVA 700,"Santa Beatriz, Lima Cercado",82 m² tot.,3 dorm.,"S/ 2,500 · USD 680"
los gladiolos,"Los Gladiolos, Yanahuara",150 m² tot.,3 dorm.,"S/ 2,500 · USD 659"
DEL PINAR,"Chacarilla Del Estanque, San Borja",229 m² tot.,3 dorm.,"S/ 6,426 · USD 1,700"
Calle Carlos Basadre,"Ingenieria, San Martín de Porres",200 m² tot.,4 dorm.,"S/ 3,200"
Colon,"Miraflores, Lima",130 m² tot.,3 dorm.,"S/ 4,320 · USD 1,200"
Calle Francisco del Castillo 627,"Barranco, Lima",55 m² tot.,1 dorm.,"S/ 2,800 · USD 750"
ENRIQUE GRANADOS 102,"San Borja, Lima",126 m² tot.,3 dorm.,"S/ 2,887 · USD 750"
CERCA A LA AVENIDA BOLIVAR,"Pueblo Libre, Lima",60 m² tot.,2 dorm.,"S/ 1,450"
Calle Manuel Tovar 572,"Miraflores, Lima",108 m² tot.,1 dorm.,"S/ 3,610 · USD 950"
Malecon Paul Harris,"Barranco, Lima",240 m² tot.,3 dorm.,"S/ 9,000 · USD 530,000"
Sgto. Antonio Lishner 1965,"Lima Cercado, Lima",60 m² tot.,3 dorm.,"S/ 1,600 · USD 421"
Urbanización Balneario Santa Rosa Country club,"Santa Rosa, Lima",65 m² tot.,3 dorm.,"S/ 1,300 · USD 350"
Los Alamos 375,"Alamos, Santiago de Surco",105 m² tot.,3 dorm.,"S/ 2,550 · USD 680"
malecon de la reserva,"Malecon Reserva, Miraflores",180 m² tot.,3 dorm.,"S/ 9,150 · USD 2,490"
Av. Brasil 3441,"Magdalena, Lima",77 m² tot.,2 dorm.,"S/ 2,750 · USD 750"
Av. Mariscal Antonio José de Sucre 595,"San Miguel, Lima",108 m² tot.,3 dorm.,"S/ 2,700 · USD 720"
Calle Dos de Mayo 1048,"Santa Cruz, Miraflores",35 m² tot.,1 dorm.,"S/ 1,550 · USD 400"
NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL
Alcanfores 884,"Miraflores, Lima",62 m² tot.,2 dorm.,"S/ 3,180 · USD 850"
Dirección no informada,"Santiago de Surco, Lima",150 m² tot.,2 dorm.,"S/ 4,158 · USD 1,100"
Malecón Grau,"Barranco, Lima",83 m² tot.,3 dorm.,"S/ 3,188 · USD 850"
NULL,NULL,NULL,NULL,NULL
Dirección no informada,"El Remanso, La Molina",110 m² tot.,2 dorm.,"S/ 1,850"
"Calle Guanábanas, Lo. Parcelacion Cieneguilla Etapa Iii, Cieneguilla","Cieneguilla, Lima",418 m² tot.,5 dorm.,"S/ 1,700 · USD 459"
Tomas Edison xxx,"Orrantia, San Isidro",657 m² tot.,6 dorm.,"S/ 22,200 · USD 1,600,000"
NULL,NULL,NULL,NULL,NULL
PARACAS 150,"La Molina, Lima",280 m² tot.,3 dorm.,"S/ 7,400 · USD 2,000"
Cuajone 185,"Tambo De Monterrico, Santiago de Surco",186 m² tot.,3 dorm.,"S/ 5,500 · USD 1,480"
JIRON 28 DE JULIO 400 BARRANCO,"Barranco, Lima",165 m² tot.,3 dorm.,"S/ 4,950 · USD 1,300"
Malecon Miguel Grau 543,"Los Laureles, Chorrillos",164 m² tot.,3 dorm.,"S/ 3,024 · USD 800"
Pasaje Buckley 392,"San Antonio, Miraflores",120 m² tot.,3 dorm.,"S/ 3,562 · USD 950"
Avenida Aurelio Miro Quesada 191,"El Rosario, San Isidro",145 m² tot.,3 dorm.,"S/ 4,400 · USD 1,200"
Av. Paseo de la República,"Paseo De La Republica, Surquillo",100 m² tot.,3 dorm.,"S/ 2,650"
"Jr. El Polo, Santiago de Surco","Monterrico, Santiago de Surco",94 m² tot.,2 dorm.,"S/ 2,775 · USD 750"
Av AURELIO MIROQUESADA 630,"San Isidro, Lima",180 m² tot.,3 dorm.,"S/ 8,338 · USD 2,200"
Republica de chile 496,"Jesús María, Lima",60 m² tot.,2 dorm.,"S/ 2,400 · USD 628"
Av Coronel Portillo 102,"Country Club, San Isidro",660 m² tot.,5 dorm.,"S/ 11,414 · USD 3,000"
Condominio Villa Club,"La Tinguiña, La Tinguiña",100 m² tot.,2 dorm.,"S/ 1,800"
Calle Italia,"Miraflores, Lima",125 m² tot.,3 dorm.,"S/ 4,428 · USD 1,200"
RINCONADA BAJA,"Rinconada Baja, La Molina",714 m² tot.,5 dorm.,"S/ 18,500 · USD 5,000"
Av. 28 DE JULIO 887,"Leuro, Miraflores",71 m² tot.,2 dorm.,"S/ 3,100 · USD 185,000"
javier prado oeste 1500 la victoria,"Santa Catalina, La Victoria",37 m² tot.,1 dorm.,"S/ 1,600"
condominio el encanto de san diego,"San Martín de Porres, Lima",60 m² tot.,3 dorm.,S/ 800
av. de los ingenieros 389,"Santiago de Surco, Lima",110 m² tot.,3 dorm.,"S/ 3,150 · USD 830"
comisaria,"Cieneguilla, Cieneguilla",1500 m² tot.,5 dorm.,"S/ 4,500 · USD 1,250"
NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL
Calle Los Nogales,"San Isidro, Lima",141 m² tot.,2 dorm.,"S/ 3,100 · USD 890"
ALQUILO LINDO DPTO DE 2 DORMITORIOS SIN AMOBLAR 2 AÑOS DE ANTIGÜEDAD.,"Santa Beatriz, Lima Cercado",65 m² tot.,2 dorm.,"S/ 1,600"
av grau 1320,"Barranco, Lima",40 m² tot.,1 dorm.,"S/ 2,200"
NULL,NULL,NULL,NULL,NULL
avenida 2 de mayo,"Armendariz, Miraflores",350 m² tot.,6 dorm.,"S/ 12,900 · USD 5,000"
Malecon Cisneros 760,"Miraflores, Lima",200 m² tot.,3 dorm.,"S/ 9,100 · USD 2,600"
VALLECITO,"Arequipa, Arequipa",399 m² tot.,12 dorm.,"S/ 10,700 · USD 2,900"
NULL,NULL,NULL,NULL,NULL
Calle los pinos 561,"San Isidro, Lima",50 m² tot.,2 dorm.,"S/ 3,230 · USD 850"
calle porta 456,"Miraflores, Lima",117 m² tot.,3 dorm.,"S/ 3,016 · USD 800"
Independencia,"Miraflores, Lima",40 m² tot.,1 dorm.,"S/ 1,850 · USD 500"
las dalias 174,"Armendariz, Miraflores",80 m² tot.,2 dorm.,"S/ 2,976 · USD 225,000"
"Cerro Azul 480, San Ignacio de Monterrico Surco","Santiago de Surco, Lima",116 m² tot.,3 dorm.,"S/ 2,600 · USD 700"
av circunvalcion golf los incas 700,"Santiago de Surco, Lima",247 m² tot.,3 dorm.,"S/ 9,297 · USD 2,500"
Calle La Audicencia 196,"San Isidro, Lima",49 m² tot.,1 dorm.,"S/ 2,400"
Av. Aurelio Miroquesda 630,"San Isidro, Lima",180 m² tot.,3 dorm.,"S/ 4,901 · USD 1,300"
Ca. Alcanfores 200,"Miraflores, Lima",65 m² tot.,1 dorm.,"S/ 2,250 · USD 600"
Dirección no informada,"Miraflores, Lima",112 m² tot.,3 dorm.,"S/ 4,200 · USD 1,150"
av tomas marsano 392,"Surquillo, Lima",46 m² tot.,1 dorm.,"S/ 1,800"
Av. Almirante Miguel Grau 1130,"Barranco, Lima",55 m² tot.,2 dorm.,"S/ 3,100 · USD 850"
Felipe Sassone 181,"Barranco, Lima",58 m² tot.,1 dorm.,"S/ 2,700 · USD 711"
AV. LA PAZ 1364,"Miramar, San Miguel",42 m² tot.,1 dorm.,"S/ 1,500"
"Luis Pasteur, Lince","Lince, Lima",40 m² tot.,1 dorm.,"S/ 2,300 · USD 600"
Leon de la Fuente 110,"Orrantia Del Mar, Magdalena",62 m² tot.,1 dorm.,"S/ 2,400 · USD 650"
AV Sucre 1180 Pueblo Libre,"Mariscal Antonio Jose De Sucre, Pueblo Libre",69 m² tot.,3 dorm.,"S/ 2,000 · USD 540"
Av. La paz con Benavides,"Leuro, Miraflores",90 m² tot.,2 dorm.,"S/ 2,600 · USD 650"
JUAN ANTONO PEZET,"Liguria, Santiago de Surco",190 m² tot.,5 dorm.,"S/ 3,200 · USD 850"
NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL
Las Camelias 610,"San Isidro, Lima",50 m² tot.,1 dorm.,"S/ 3,440 · USD 930"
2 de mayo 1875,"Country Club, San Isidro",105 m² tot.,2 dorm.,"S/ 5,437 · USD 1,450"
GENERAL IGLESIAS,"Santa Cruz, Miraflores",100 m² tot.,2 dorm.,"S/ 4,114 · USD 280,000"
NULL,NULL,NULL,NULL,NULL
Calle 29 167,"Monterrico Norte, San Borja",220 m² tot.,3 dorm.,"S/ 6,000 · USD 1,600"
"Calle Fisher 151, Surquillo","Surquillo, Lima",30 m² tot.,1 dorm.,"S/ 1,750"
Miraflores,"Miraflores, Lima",104 m² tot.,3 dorm.,"S/ 3,591 · USD 950"
NULL,NULL,NULL,NULL,NULL
Aurelio Miro quesada 350 1601,"Golf, San Isidro",213 m² tot.,3 dorm.,"S/ 10,200 · USD 2,700"
Jirón MONTECARLO 325,"El Sol De La Molina Et.1, La Molina",555 m² tot.,3 dorm.,"S/ 8,382 · USD 2,200"
Av. Los Constructores,"Las Acacias, La Molina",142 m² tot.,4 dorm.,"S/ 2,800 · USD 740"
Jr. LOS BRILLANTES,"La Victoria, Lima",67 m² tot.,3 dorm.,"S/ 1,950"
Calle Tomás Edison 296,"Country Club, San Isidro",405 m² tot.,3 dorm.,"S/ 8,272 · USD 2,200"
Villaran,"Miraflores, Lima",267 m² tot.,3 dorm.,"S/ 8,900 · USD 2,375"
Malecon Balta,"Miraflores, Lima",130 m² tot.,3 dorm.,"S/ 6,000 · USD 1,600"
aV ARMENDARIZ 3,"Miraflores, Lima",95 m² tot.,3 dorm.,"S/ 3,158 · USD 849"
Dirección no informada,"El Sol De La Molina Et.2, La Molina",300 m² tot.,5 dorm.,"S/ 8,228 · USD 2,200"
SANTO TORIBIO,"San Isidro, Lima",498 m² tot.,4 dorm.,"S/ 16,650 · USD 1,100,000"
AV RIVERA NAVARRETE 548,"Corpac, San Isidro",65 m² tot.,2 dorm.,"S/ 4,404 · USD 1,200"
Parque Cesar Vallejo 192 Dpto. xxx,"Miraflores, Lima",30 m² tot.,NULL,"S/ 2,190"
MANCO CAPAC,"Miraflores, Lima",95 m² tot.,2 dorm.,"S/ 3,131 · USD 820"
Alquilo Lindo Flat Amoblado Frente AL Club Terrazas,"Miraflores, Lima",150 m² tot.,3 dorm.,"S/ 6,660 · USD 1,800"
AURELIO MIROQUESADA 240,"Golf, San Isidro",204 m² tot.,3 dorm.,"S/ 5,200 · USD 1,400"
Calle Perricholi 100,"San Isidro, Lima",85 m² tot.,2 dorm.,"S/ 3,500 · USD 920"
Calle tupac amaru,"Miraflores, Lima",87 m² tot.,3 dorm.,"S/ 3,145 · USD 850"
Avenida Precursores 490 - San Miguel,"Maranga Etapa V, San Miguel",44 m² tot.,1 dorm.,"S/ 1,800"
Av javier prado Oeste Cuadra 17,"San Isidro, Lima",45 m² tot.,1 dorm.,"S/ 2,000 · USD 500"
NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL
Urb. Jardín,"Jardin, Yanahuara",310 m² tot.,4 dorm.,"S/ 14,850 · USD 3,900"
MALECON DE LA RESERVA,"Miraflores, Lima",220 m² tot.,3 dorm.,"S/ 8,140 · USD 2,200"
AV. ESCARDO,"San Miguel, Lima",160 m² tot.,3 dorm.,"S/ 3,500"
NULL,NULL,NULL,NULL,NULL
"calle mariscal sucre 136,","Santa Cruz, Miraflores",190 m² tot.,3 dorm.,"S/ 6,080 · USD 1,600"
Av Javier Prado Oeste 1485,"Country Club, San Isidro",66 m² tot.,2 dorm.,"S/ 3,610"
"Av.ARNALDO MARQUEZ, JESÚS MARÍA","Jesús María, Lima",40 m² tot.,NULL,"S/ 8,000 · USD 2,127"
NULL,NULL,NULL,NULL,NULL
Avenida el Sol 161,"Barranco, Lima",55 m² tot.,1 dorm.,"S/ 2,936 · USD 800"
Calle PARDO 537 - 506,"Miraflores, Lima",57 m² tot.,1 dorm.,"S/ 2,405 · USD 650"
SELVA ALEGRE,"Alto Selva Alegre, Arequipa",1000 m² tot.,6 dorm.,"S/ 22,000 · USD 6,000"
Calle Paderewski 119,"La Calera De La Merced, Surquillo",75 m² tot.,3 dorm.,"S/ 2,300"
Manuel Segura,"Malecon Marina, Miraflores",102 m² tot.,3 dorm.,"S/ 3,060 · USD 850"
Parque José de la Puente y Olavegoya 115,"Pueblo Libre, Lima",40 m² tot.,1 dorm.,"S/ 1,700"
OVALO GUTIERREZ 222,"Santa Cruz, Miraflores",130 m² tot.,2 dorm.,"S/ 3,330 · USD 900"
Jiron alonso de molina numero 1362,"Monterrico Chico, Santiago de Surco",115 m² tot.,NULL,"S/ 3,800 · USD 990"
Av. Sergio Bernales 352,"San Martín de Porres, Lima",67 m² tot.,2 dorm.,"S/ 2,700 · USD 715"
Av. Brasil,"Jesús María, Lima",62 m² tot.,2 dorm.,"S/ 2,400"
Av. Miguel Grau Cdra. 13,"Barranco, Lima",28 m² tot.,1 dorm.,"S/ 1,860 · USD 489"
Faisanes 327,"La Campiña, Chorrillos",69 m² tot.,3 dorm.,"S/ 1,600"
Calle Ucayali al 100,"San Miguel, San Miguel",67 m² tot.,3 dorm.,"S/ 2,000"
corot 100 san borja,"San Borja, Lima",190 m² tot.,3 dorm.,"S/ 5,550 · USD 1,500"
Los castaños 275,"San Isidro, Lima",115 m² tot.,2 dorm.,"S/ 3,330 · USD 900"
Diez Canseco 3xx,"Miraflores, Lima",80 m² tot.,2 dorm.,"S/ 4,560 · USD 270,000"
Jirón Alfonso Ugarte 471,"Magdalena, Lima",88 m² tot.,4 dorm.,"S/ 2,200"
Av. Grau 1310,"Barranco, Lima",115 m² tot.,3 dorm.,"S/ 5,450 · USD 1,450"
playa caballero,"Punta Hermosa, Punta Hermosa",130 m² tot.,3 dorm.,"S/ 3,952 · USD 1,300"
NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL
Dirección no informada,"San Miguel, Lima",74 m² tot.,3 dorm.,"S/ 1,600"
Jr. las Aguilas 284,"Bellavista, Bellavista",110 m² tot.,3 dorm.,"S/ 1,900"
Jr. Intisuyo 372,"Maranga, San Miguel",50 m² tot.,1 dorm.,"S/ 1,900 · USD 520"
NULL,NULL,NULL,NULL,NULL
Jr. Los Forestales 941,"La Molina, Lima",136 m² tot.,3 dorm.,"S/ 2,700"
Avenida LA PAZ 1200,"Miraflores, Lima",180 m² tot.,3 dorm.,"S/ 4,092 · USD 1,100"
AV. COMANDANTE ESPINAR 820,"Miraflores, Lima",60 m² tot.,2 dorm.,"S/ 2,200 · USD 600"
NULL,NULL,NULL,NULL,NULL
Las Limas 161,"Valle Hermoso, Santiago de Surco",122 m² tot.,2 dorm.,"S/ 3,800 · USD 145,000"
PINEROLO,"El Polo, Santiago de Surco",120 m² tot.,3 dorm.,"S/ 2,890 · USD 800"
AV.COSTANERA 2901,"San Miguel, San Miguel",68 m² tot.,2 dorm.,"S/ 2,000 · USD 526"
"Calle Francia 735, Miraflores","Santa Cruz, Miraflores",143 m² tot.,3 dorm.,"S/ 6,000 · USD 1,600"
REMIGIO GARCIA 647,"Santa Catalina, La Victoria",93 m² tot.,2 dorm.,"S/ 3,375 · USD 900"
calle arica 535,"Miraflores, Lima",184 m² tot.,3 dorm.,"S/ 4,070 · USD 1,100"
Cruz del Sur,"Embajadores, Santa Maria Del Mar",152 m² tot.,3 dorm.,"S/ 7,480 · USD 530,000"
"Jr. República del Líbano 1xx, Santiago de Surco","Santa Constanza, Santiago de Surco",48 m² tot.,2 dorm.,"S/ 2,600 · USD 685"
Malecon de la Reserva 1039,"Miraflores, Lima",232 m² tot.,3 dorm.,"S/ 7,220 · USD 1,900"
Calle DEAN VALDIVIA,"San Isidro, Lima",46 m² tot.,1 dorm.,"S/ 3,087 · USD 830"
Jr. Monte Carmelo,"Chacarilla Del Estanque, Santiago de Surco",275 m² tot.,4 dorm.,"S/ 8,514 · USD 465,000"
Av Reducto cdra,"Miraflores, Lima",78 m² tot.,3 dorm.,"S/ 3,350 · USD 900"
av. Mariano cornejo 715,"Pueblo Libre, Lima",74 m² tot.,3 dorm.,"S/ 2,600 · USD 693"
Malecón Cisneros,"Miraflores, Lima",170 m² tot.,3 dorm.,"S/ 4,928 · USD 1,290"
"Pl. 27 de Noviembre 490, San Isidro","San Isidro, Lima",55 m² tot.,1 dorm.,"S/ 2,650 · USD 699"
Ventanilla Mz. B Lt 02 Zn. Coop. Montecarlo Cn.Sur,"Ventanilla, Callao",120 m² tot.,3 dorm.,"S/ 1,000 · USD 263"
jr Leocio Prado,"Virgen Del Rosario, San Martín de Porres",70 m² tot.,2 dorm.,"S/ 1,200 · USD 315"
Av. Almte. Miguel Grau 1130,"Barranco, Lima",40 m² tot.,1 dorm.,"S/ 2,649 · USD 699"
Berlín 644,"Miraflores, Lima",67 m² tot.,1 dorm.,"S/ 2,812 · USD 750"
NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL
Dirección no informada,"San Miguel, Lima",74 m² tot.,3 dorm.,"S/ 1,600"
Jr. las Aguilas 284,"Bellavista, Bellavista",110 m² tot.,3 dorm.,"S/ 1,900"
Jr. Intisuyo 372,"Maranga, San Miguel",50 m² tot.,1 dorm.,"S/ 1,900 · USD 520"
NULL,NULL,NULL,NULL,NULL
Jr. Los Forestales 941,"La Molina, Lima",136 m² tot.,3 dorm.,"S/ 2,700"
Avenida LA PAZ 1200,"Miraflores, Lima",180 m² tot.,3 dorm.,"S/ 4,092 · USD 1,100"
AV. COMANDANTE ESPINAR 820,"Miraflores, Lima",60 m² tot.,2 dorm.,"S/ 2,200 · USD 600"
NULL,NULL,NULL,NULL,NULL
Las Limas 161,"Valle Hermoso, Santiago de Surco",122 m² tot.,2 dorm.,"S/ 3,800 · USD 145,000"
PINEROLO,"El Polo, Santiago de Surco",120 m² tot.,3 dorm.,"S/ 2,890 · USD 800"
AV.COSTANERA 2901,"San Miguel, San Miguel",68 m² tot.,2 dorm.,"S/ 2,000 · USD 526"
"Calle Francia 735, Miraflores","Santa Cruz, Miraflores",143 m² tot.,3 dorm.,"S/ 6,000 · USD 1,600"
REMIGIO GARCIA 647,"Santa Catalina, La Victoria",93 m² tot.,2 dorm.,"S/ 3,375 · USD 900"
calle arica 535,"Miraflores, Lima",184 m² tot.,3 dorm.,"S/ 4,070 · USD 1,100"
Cruz del Sur,"Embajadores, Santa Maria Del Mar",152 m² tot.,3 dorm.,"S/ 7,480 · USD 530,000"
"Jr. República del Líbano 1xx, Santiago de Surco","Santa Constanza, Santiago de Surco",48 m² tot.,2 dorm.,"S/ 2,600 · USD 685"
Malecon de la Reserva 1039,"Miraflores, Lima",232 m² tot.,3 dorm.,"S/ 7,220 · USD 1,900"
Calle DEAN VALDIVIA,"San Isidro, Lima",46 m² tot.,1 dorm.,"S/ 3,087 · USD 830"
Jr. Monte Carmelo,"Chacarilla Del Estanque, Santiago de Surco",275 m² tot.,4 dorm.,"S/ 8,514 · USD 465,000"
Av Reducto cdra,"Miraflores, Lima",78 m² tot.,3 dorm.,"S/ 3,350 · USD 900"
av. Mariano cornejo 715,"Pueblo Libre, Lima",74 m² tot.,3 dorm.,"S/ 2,600 · USD 693"
Malecón Cisneros,"Miraflores, Lima",170 m² tot.,3 dorm.,"S/ 4,928 · USD 1,290"
"Pl. 27 de Noviembre 490, San Isidro","San Isidro, Lima",55 m² tot.,1 dorm.,"S/ 2,650 · USD 699"
Ventanilla Mz. B Lt 02 Zn. Coop. Montecarlo Cn.Sur,"Ventanilla, Callao",120 m² tot.,3 dorm.,"S/ 1,000 · USD 263"
jr Leocio Prado,"Virgen Del Rosario, San Martín de Porres",70 m² tot.,2 dorm.,"S/ 1,200 · USD 315"
Av. Almte. Miguel Grau 1130,"Barranco, Lima",40 m² tot.,1 dorm.,"S/ 2,649 · USD 699"
Berlín 644,"Miraflores, Lima",67 m² tot.,1 dorm.,"S/ 2,812 · USD 750"
NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL
Los Algarrobos,"Carabayllo, Lima",104 m² tot.,3 dorm.,S/ 800
Jiron Teodocio Parreño,"Barranco, Lima",90 m² tot.,NULL,"S/ 2,300 · USD 608"
VIA LACTEA,"Los Granados, Santiago de Surco",291 m² tot.,4 dorm.,"S/ 8,625 · USD 2,300"
NULL,NULL,NULL,NULL,NULL
"Av. 28 de Julio 887, Miraflores","Miraflores, Lima",50 m² tot.,1 dorm.,"S/ 2,430 · USD 650"
Calle Samiria 257,"Surquillo, Lima",89 m² tot.,3 dorm.,"S/ 2,600"
Reynaldo Vivanco 374,"Chacarilla Del Estanque, Santiago de Surco",164 m² tot.,2 dorm.,"S/ 5,000"
NULL,NULL,NULL,NULL,NULL
CONDOMINIO VILLA VERDE,"Santiago de Surco, Lima",55 m² tot.,1 dorm.,"S/ 1,500"
Nestor Batanero 120,"Santa Teresa De Las Gardenias, Santiago de Surco",120 m² tot.,3 dorm.,"S/ 4,100 · USD 1,100"
Avenida Cesar Canevaro,"Lince, Lima",78 m² tot.,3 dorm.,"S/ 2,700 · USD 730"
LAS DELICIAS,"Trujillo, Trujillo",200 m² tot.,4 dorm.,"S/ 7,000 · USD 1,800"
Brígida Silva,"San Miguel, Lima",90 m² tot.,3 dorm.,"S/ 2,000 · USD 530"
Paseo de la Republica 5000,"Surquillo, Lima",42 m² tot.,1 dorm.,"S/ 2,270 · USD 600"
Joaquín Copelo 320,"Miraflores, Lima",75 m² tot.,2 dorm.,"S/ 3,150 · USD 850"
Los Castaños,"San Isidro, Lima",140 m² tot.,2 dorm.,"S/ 5,200 · USD 278,000"
CHACARILLA DEL ESTANQUE,"Chacarilla Del Estanque, Santiago de Surco",288 m² tot.,4 dorm.,"S/ 10,000 · USD 590,000"
Av Javier Prado Oeste 1760,"San Isidro, Lima",80 m² tot.,1 dorm.,"S/ 2,300 · USD 600"
Universo,"La Campiña, Chorrillos",75 m² tot.,3 dorm.,"S/ 1,700"
Los Naranjos,"Los Geranios, Piura",450 m² tot.,5 dorm.,"S/ 4,125 · USD 1,100"
Dirección no informada,"Santiago de Surco, Lima",55 m² tot.,2 dorm.,"S/ 1,250"
Jirón Antonio Raymondi 355,"Magdalena, Lima",90 m² tot.,2 dorm.,"S/ 2,810 · USD 750"
Calle Mariano Santos Mateo 171-179,"San Isidro, Lima",45 m² tot.,1 dorm.,"S/ 2,667 · USD 700"
Jirón Nicolas de Rodrigo 250 Surco,"Monterrico, Santiago de Surco",50 m² tot.,1 dorm.,"S/ 2,650 · USD 700"
