tipo_de_inmueble,direccion,area_construida,area_total,pisos,dormitorios,baños,cochera,precio_soles,precio_dolares
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, San Martin de Porres",92.63,92.63,2,3,1,0,259700,70000
DEPARTAMENTO DUPLEX EN ALQUILER,"Lima, Lima, Santiago de Surco",430.0,430.0,3,3,4,2,10017,2700
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Santiago de Surco",111.0,111.0,4,3,2,1,593600,160000
DEPARTAMENTO EN VENTA,"Lima, Lima, Miraflores",153.4,193.0,1,3,3,2,1418678,382393
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, La Victoria",96.0,96.0,2,3,2,0,667800,180000
DEPARTAMENTO FLAT EN VENTA,"Arequipa, Arequipa, Arequipa",99.36,130.0,3,3,2,0,345030,93000
DEPARTAMENTO EN VENTA,"Lima, Lima, Miraflores",127.65,130.0,2,3,2,1,1158521,312270
DEPARTAMENTO EN VENTA,"Lima, Lima, Miraflores",122.9,130.6,4,3,2,1,1134128,305695
DEPARTAMENTO EN VENTA,"Lima, Lima, Miraflores",188.5,239.3,5,3,2,2,1540629,415264
DEPARTAMENTO EN VENTA,"Lima, Lima, Miraflores",94.8,94.8,3,2,2,1,914622,246529
DEPARTAMENTO EN VENTA,"Lima, Lima, Miraflores",145.1,212.3,5,3,2,2,1524368,410881
DEPARTAMENTO DUPLEX EN VENTA,"Lima, Lima, Miraflores",85.0,85.0,3,2,2,1,792671,213658
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Santiago de Surco",111.0,111.0,4,3,2,1,593600,160000
CASA URBANA EN VENTA,"Lima, Prov. Const. Del Callao, Ventanilla",60.0,60.0,1,3,1,0,241150,65000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Independencia",111.0,111.0,4,2,1,0,166950,45000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, San Martin de Porres",92.63,92.63,2,3,1,0,259700,70000
CASA EN VENTA,"Loreto, Maynas, Iquitos",187.0,360.0,0,0,0,0,1113000,300000
CASA DE PLAYA EN VENTA,"Lima, Lima, Lurin",120.0,158.0,2,3,2,0,407729,109900
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Miraflores",112.09,112.09,2,2,3,1,1138970,307000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, El Agustino",53.69,53.69,2,3,1,0,166950,45000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Miraflores",111.67,111.67,3,2,3,1,1138970,307000
DEPARTAMENTO EN VENTA,"Lima, Lima, San Juan de Miraflores",231.0,231.0,3,3,2,0,326480,88000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Pueblo Libre",64.42,64.42,0,0,0,0,371000,100000
DEPARTAMENTO DUPLEX EN VENTA,"Lima, Lima, San Borja",125.25,125.25,3,2,1,1,556500,150000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Santiago de Surco",94.78,94.78,1,3,3,1,667800,180000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Ate",63.0,63.0,3,3,2,1,248570,67000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Ate",67.0,67.0,2,3,2,1,319060,86000
CASA URBANA EN VENTA,"Lima, Lima, Comas",126.3,213.24,3,4,2,0,252280,68000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Ate",67.0,67.0,4,3,2,1,293090,79000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, San Luis",61.0,65.0,5,3,2,0,296429,79900
DEPARTAMENTO EN VENTA,"Lima, Lima, San Martin de Porres",86.0,86.0,4,3,2,0,274540,74000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Santiago de Surco",111.0,111.0,4,3,2,1,593600,160000
DEPARTAMENTO FLAT EN VENTA,"Arequipa, Arequipa, Arequipa",99.36,130.0,3,3,2,0,345030,93000
DEPARTAMENTO PENTHOUSE EN VENTA,"Arequipa, Arequipa, Cerro Colorado",142.0,142.0,10,3,4,0,687000,184677
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Santiago de Surco",248.27,304.8,1,3,2,1,1113000,300000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Santiago de Surco",100.5,100.5,3,3,2,1,615860,166000
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, Comas",85.0,0.0,3,0,0,0,1000,268
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Surquillo",56.1,60.41,4,1,1,1,408100,110000
DEPARTAMENTO DUPLEX EN ALQUILER,"Lima, Lima, Miraflores",135.0,270.0,2,7,7,1,5936,1600
DEPARTAMENTO EN ALQUILER,"Lima, Lima, Santa Maria del Mar",140.0,140.0,4,3,1,1,18550,5000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Miraflores",124.0,124.0,3,3,2,1,927500,250000
DEPARTAMENTO EN VENTA,"Lima, Lima, San Miguel",72.0,72.0,4,2,2,1,400680,108000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Miraflores",101.25,101.25,1,2,3,1,1020250,275000
CASA URBANA EN VENTA,"Lima, Lima, La Victoria",53.21,159.63,3,3,2,0,742000,200000
DEPARTAMENTO FLAT EN VENTA,"Lambayeque, Chiclayo, Chiclayo",76.49,76.49,4,3,2,0,166950,45000
CASA URBANA EN VENTA,"Lima, Prov. Const. Del Callao, Callao",154.0,527.0,4,0,0,1,1001700,270000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, San Isidro",151.0,151.0,2,3,2,2,1257690,339000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Jesus Maria",44.0,44.0,3,1,1,0,371000,100000
CASA URBANA EN VENTA,"Arequipa, Arequipa, Socabaya",426.99,300.0,2,3,1,3,957180,258000
CASA EN VENTA,"Lima, Lima, San Isidro",280.31,389.0,3,7,4,2,2411500,650000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, San Miguel",82.0,82.0,5,2,2,0,341320,92000
CASA URBANA EN VENTA,"Lima, Lima, San Juan de Lurigancho",204.0,200.0,2,7,3,1,871850,235000
CASA URBANA EN VENTA,"Lima, Lima, Villa María del Triunfo",300.0,400.0,3,10,4,4,1113000,300000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, San Borja",127.22,174.12,1,3,3,2,983150,265000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, San Martin de Porres",95.86,95.86,6,3,2,0,352450,95000
CASA URBANA EN VENTA,"Lima, Lima, La Victoria",108.0,240.0,2,6,2,0,923790,249000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Comas",53.0,53.0,6,3,1,0,135229,36450
DEPARTAMENTO PENTHOUSE EN VENTA,"Arequipa, Arequipa, Cerro Colorado",142.0,142.0,10,3,4,0,687000,184677
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, San Martin de Porres",95.86,95.86,6,3,2,0,352450,95000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Jesus Maria",44.0,44.0,3,1,1,0,371000,100000
CASA URBANA EN VENTA,"Lima, Lima, Villa María del Triunfo",300.0,400.0,3,10,4,4,1113000,300000
DEPARTAMENTO DUPLEX EN VENTA,"Lima, Lima, Santiago de Surco",140.95,130.59,1,4,3,1,1038800,280000
DEPARTAMENTO DUPLEX EN VENTA,"Piura, Piura, Veintiseis de Octubre",60.47,154.65,1,3,3,0,70000,18817
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Santiago de Surco",216.0,266.0,1,3,2,2,1187200,320000
CASA EN VENTA,"Lambayeque, Chiclayo, Chiclayo",160.0,74.72,1,1,2,0,293090,79000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, San Miguel",69.0,69.0,3,3,2,1,412200,110806
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, San Martin de Porres",75.0,78.0,1,2,1,0,1000,268
DEPARTAMENTO EN VENTA,"Lima, Lima, San Miguel",52.4,52.4,11,1,2,0,278040,74741
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, El Agustino",79.0,79.0,2,2,2,0,296800,80000
CASA URBANA EN VENTA,"Lima, Lima, San Martin de Porres",205.3,154.0,2,4,3,5,626990,169000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Santiago de Surco",104.45,104.45,7,3,3,1,779990,210240
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, El Agustino",77.67,77.67,3,3,1,0,296800,80000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, La Victoria",78.0,78.0,22,3,2,1,589890,159000
CASA DE PLAYA EN ALQUILER,"Lima, Cañete, Cerro Azul",200.0,205.0,2,5,5,4,12985,3500
CASA EN VENTA,"Lima, Lima, San Borja",593.0,593.0,0,0,0,0,4081000,1100000
CASA EN VENTA,"Lima, Lima, Carabayllo",80.34,80.34,2,3,2,1,230020,62000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, El Agustino",77.67,77.67,3,3,1,0,296800,80000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, El Agustino",79.0,79.0,2,2,2,0,296800,80000
DEPARTAMENTO DUPLEX EN VENTA,"Lima, Lima, Santiago de Surco",17.94,214.32,3,3,3,1,1001700,270000
DEPARTAMENTO EN VENTA,"Arequipa, Arequipa, Jose Luis Bustamante Y Rivero",99.0,103.0,2,3,2,1,519400,140000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Magdalena del Mar",80.0,80.0,3,3,2,0,408100,110000
CASA URBANA EN VENTA,"Arequipa, Arequipa, Paucarpata",162.8,350.0,4,14,3,1,589890,159000
DEPARTAMENTO EN VENTA,"Lima, Lima, Pueblo Libre",72.37,72.37,19,3,2,0,392000,105376
DEPARTAMENTO EN VENTA,"Arequipa, Arequipa, Jose Luis Bustamante Y Rivero",128.0,134.0,2,3,2,1,630700,170000
DEPARTAMENTO PENTHOUSE EN VENTA,"Lima, Lima, Miraflores",202.13,281.82,8,3,3,3,2114700,570000
DEPARTAMENTO EN VENTA,"Arequipa, Arequipa, Jose Luis Bustamante Y Rivero",76.0,76.0,1,2,1,1,371000,100000
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, Breña",65.94,65.94,11,3,2,1,1800,483
DEPARTAMENTO EN VENTA,"Arequipa, Arequipa, Jose Luis Bustamante Y Rivero",120.0,120.0,3,3,2,1,612150,165000
DEPARTAMENTO EN VENTA,"Arequipa, Arequipa, Jose Luis Bustamante Y Rivero",99.0,103.0,4,3,2,1,519400,140000
DEPARTAMENTO EN VENTA,"Arequipa, Arequipa, Jose Luis Bustamante Y Rivero",62.0,62.0,2,1,1,0,296800,80000
DEPARTAMENTO EN VENTA,"Arequipa, Arequipa, Jose Luis Bustamante Y Rivero",94.0,96.5,1,2,2,0,445200,120000
DEPARTAMENTO EN VENTA,"Arequipa, Arequipa, Jose Luis Bustamante Y Rivero",151.0,170.0,5,3,2,1,779100,210000
DEPARTAMENTO EN VENTA,"Arequipa, Arequipa, Jose Luis Bustamante Y Rivero",97.0,99.5,2,3,2,1,500850,135000
DEPARTAMENTO EN VENTA,"Arequipa, Arequipa, Jose Luis Bustamante Y Rivero",51.0,51.0,1,1,1,0,259700,70000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, San Miguel",89.0,89.0,4,3,3,0,448910,121000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Miraflores",110.0,143.0,1,2,3,1,983150,265000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Chorrillos",55.56,55.56,3,2,2,0,241150,65000
CASA URBANA EN VENTA,"Lima, Prov. Const. Del Callao, La Perla",155.0,155.0,1,2,0,1,530530,143000
DEPARTAMENTO FLAT EN VENTA,"La Libertad, Trujillo, Victor Larco Herrera",142.88,142.88,3,3,2,1,371000,100000
DEPARTAMENTO EN VENTA,"Lima, Lima, Pueblo Libre",72.37,72.37,19,3,2,0,392000,105376
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, San Miguel",89.0,89.0,4,3,3,0,448910,121000
DEPARTAMENTO EN VENTA,"Arequipa, Arequipa, Miraflores",101.0,101.0,0,0,0,0,352450,95000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Magdalena del Mar",80.0,80.0,3,3,2,0,408100,110000
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, Breña",65.94,65.94,11,3,2,1,1800,483
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Chorrillos",55.56,55.56,3,2,2,0,241150,65000
DEPARTAMENTO EN VENTA,"Lima, Prov. Const. Del Callao, Ventanilla",70.0,70.0,3,2,2,0,650,174
DEPARTAMENTO DUPLEX EN VENTA,"Lima, Lima, Santiago de Surco",192.83,192.83,4,3,3,1,738290,199000
CASA DE PLAYA EN CONDOMINIO EN VENTA,"Lima, Cañete, Asia",244.0,360.0,2,5,4,3,1465450,395000
DEPARTAMENTO PENTHOUSE EN VENTA,"Lima, Lima, Magdalena del Mar",93.56,149.16,13,1,1,1,779100,210000
DEPARTAMENTO FLAT EN VENTA,"Lima, Prov. Const. Del Callao, Callao",54.41,54.41,6,2,1,0,172515,46500
CASA DE PLAYA EN CONDOMINIO EN VENTA,"Lima, Cañete, Mala",250.0,300.0,2,5,4,2,1335600,360000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Chaclacayo",71.0,107.0,1,3,2,1,389550,105000
CASA EN VENTA,"Lima, Prov. Const. Del Callao, Callao",240.0,240.0,0,0,0,0,1372700,370000
CASA EN VENTA,"Lima, Cañete, Chilca",195.2,311.24,2,7,7,1,742000,200000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Santa Anita",194.22,194.22,3,4,2,0,537950,145000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, San Martin de Porres",78.8,78.8,3,2,1,0,204050,55000
DEPARTAMENTO DUPLEX EN VENTA,"Arequipa, Arequipa, Cayma",261.59,293.16,5,4,3,1,1743329,469900
CASA DE CAMPO EN VENTA,"La Libertad, Trujillo, Laredo",500.0,195.0,2,4,3,3,730870,197000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, San Martin de Porres",78.8,78.8,3,2,1,0,204050,55000
DEPARTAMENTO EN VENTA,"Lima, Lima, San Miguel",80.0,80.0,4,3,1,1,363580,98000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Santiago de Surco",120.0,120.0,3,3,3,1,738290,199000
DEPARTAMENTO EN VENTA,"Lima, Lima, Lima",132.0,132.0,4,5,3,1,352450,95000
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, Los Olivos",80.0,80.0,3,2,1,0,900,241
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Surquillo",52.0,52.0,5,2,1,0,356160,96000
DEPARTAMENTO EN CONDOMINIO EN VENTA,"Lima, Lima, Lima",32.3,32.3,12,1,1,0,255990,69000
CASA URBANA EN ALQUILER,"Ica, Chincha, Sunampe",120.0,240.0,3,4,4,2,2800,752
CASA EN VENTA,"Lima, Lima, La Molina",320.0,380.0,2,4,5,2,2077600,560000
DEPARTAMENTO EN VENTA,"Arequipa, Arequipa, Cerro Colorado",111.0,111.0,3,3,2,1,471170,127000
CASA URBANA EN VENTA,"Lima, Lima, Carabayllo",160.0,280.0,3,6,3,1,667800,180000
DEPARTAMENTO FLAT EN VENTA,"Arequipa, Arequipa, Jose Luis Bustamante Y Rivero",119.0,119.0,1,3,2,1,469315,126500
DEPARTAMENTO FLAT EN VENTA,"Piura, Piura, Castilla",130.19,130.19,2,4,3,0,315350,85000
CASA URBANA EN VENTA,"Lima, Lima, Miraflores",476.0,390.0,2,6,5,6,3710000,1000000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, San Martin de Porres",92.63,92.63,1,3,1,0,296800,80000
CASA URBANA EN VENTA,"Lima, Prov. Const. Del Callao, Bellavista",95.0,285.0,3,7,4,0,667800,180000
CASA URBANA EN VENTA,"Lima, Lima, San Isidro",122.0,290.0,4,5,4,3,2226000,600000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Lima",44.2,44.2,3,1,1,0,181790,49000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Magdalena del Mar",76.0,76.0,5,3,1,0,307559,82900
CASA URBANA EN VENTA,"Arequipa, Arequipa, Arequipa",942.0,539.8,1,6,0,0,4081000,1100000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Los Olivos",120.0,120.0,4,4,2,0,296800,80000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Santiago de Surco",96.1,96.1,4,3,1,0,482300,130000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, San Isidro",154.0,154.0,3,3,3,2,871850,235000
DEPARTAMENTO EN VENTA,"Lima, Lima, Santiago de Surco",415.0,415.0,2,4,5,3,2934610,791000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Los Olivos",120.0,120.0,4,4,2,0,296800,80000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Magdalena del Mar",76.0,76.0,5,3,1,0,307559,82900
CASA EN CONDOMINIO EN VENTA,"Lima, Lima, La Molina",334.27,216.7,2,4,3,1,2114700,570000
CASA URBANA EN VENTA,"Arequipa, Arequipa, Jose Luis Bustamante Y Rivero",150.0,250.0,2,5,3,0,1177925,317500
CASA URBANA EN VENTA,"La Libertad, Trujillo, La Esperanza",111.88,251.07,3,6,4,1,588035,158500
DEPARTAMENTO FLAT EN VENTA,"La Libertad, Trujillo, Trujillo",60.95,60.95,3,2,1,0,230020,62000
CASA URBANA EN VENTA,"Arequipa, Arequipa, Arequipa",304.0,250.0,2,6,5,2,1365280,368000
MINIDEPARTAMENTO EN ALQUILER,"Lima, Lima, Chorrillos",48.61,56.7,3,2,1,0,1000,268
CASA URBANA EN VENTA,"Lima, Lima, Santiago de Surco",90.0,172.0,3,5,4,1,946050,255000
DEPARTAMENTO DUPLEX EN VENTA,"Lima, Lima, Lima",90.0,101.0,4,3,1,0,263410,71000
CASA URBANA EN ALQUILER,"Piura, Piura, Piura",215.0,274.15,2,6,4,1,4500,1209
DEPARTAMENTO EN VENTA,"Lima, Lima, San Borja",130.0,130.0,2,2,1,1,938630,253000
DEPARTAMENTO EN VENTA,"Lima, Lima, San Borja",103.0,103.0,3,3,2,1,764260,206000
DEPARTAMENTO EN VENTA,"Lima, Lima, San Borja",103.0,103.0,4,3,2,1,779100,210000
DEPARTAMENTO EN VENTA,"Lima, Lima, San Borja",124.0,124.0,2,2,1,1,890400,240000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Chaclacayo",78.0,78.0,2,3,2,0,252280,68000
DEPARTAMENTO EN VENTA,"Lima, Lima, San Borja",98.0,98.0,3,3,2,1,868140,234000
CASA DE CAMPO EN ALQUILER,"Lima, Lima, Lurigancho",1.0,400.0,2,4,2,3,6678,1800
DEPARTAMENTO EN VENTA,"Lima, Lima, Surquillo",146.0,146.0,15,3,3,1,727160,196000
CASA URBANA EN VENTA,"Lima, Lima, Santiago de Surco",250.0,265.0,3,4,1,2,1780800,480000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Santiago de Surco",70.65,70.65,4,2,2,0,434070,117000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Santiago de Surco",69.75,69.75,0,2,2,0,463750,125000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Santiago de Surco",70.65,70.65,3,2,2,0,434070,117000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Santiago de Surco",70.65,70.65,3,2,2,0,434070,117000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, El Agustino",63.16,63.16,3,3,2,0,207760,56000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Comas",103.65,103.65,5,3,2,0,270830,73000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Santiago de Surco",70.65,70.65,4,2,2,0,434070,117000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Santiago de Surco",69.75,69.75,0,2,2,0,463750,125000
DEPARTAMENTO DUPLEX EN VENTA,"Lima, Lima, Santiago de Surco",232.28,232.28,6,3,3,2,1072190,289000
CASA EN VENTA,"Lima, Lima, San Juan de Lurigancho",120.0,210.0,3,7,2,1,556500,150000
DEPARTAMENTO EN VENTA,"Lima, Lima, Pueblo Libre",77.5,77.5,11,3,2,1,463750,125000
CASA URBANA EN VENTA,"Piura, Piura, Piura",215.0,347.55,3,8,6,1,890400,240000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, La Victoria",75.0,75.0,3,2,1,0,259700,70000
CASA DE PLAYA EN VENTA,"Lima, Lima, Chorrillos",600.0,498.72,2,6,6,4,2337300,630000
CASA DE PLAYA EN VENTA,"Lima, Lima, Punta Hermosa",193.5,249.37,2,3,2,3,1335600,360000
CASA URBANA EN VENTA,"Lima, Lima, San Isidro",390.42,436.78,2,5,5,3,3706290,999000
CASA EN VENTA,"Lima, Lima, Pueblo Libre",183.46,342.0,3,7,6,1,1780800,480000
DEPARTAMENTO EN VENTA,"Lima, Lima, Santiago de Surco",67.5,80.0,4,3,1,1,456330,123000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Chorrillos",142.55,142.55,3,3,3,1,760550,205000
DEPARTAMENTO DUPLEX EN VENTA,"Arequipa, Arequipa, Cerro Colorado",239.0,239.0,1,5,4,1,778729,209900
CASA URBANA EN VENTA,"Lima, Lima, Santiago de Surco",200.0,326.0,3,9,4,1,1817900,490000
DEPARTAMENTO FLAT EN VENTA,"Arequipa, Arequipa, Arequipa",43.0,43.0,3,1,1,0,277508,74800
DEPARTAMENTO EN VENTA,"Lima, Lima, San Juan de Lurigancho",145.0,160.0,1,0,0,0,370629,99900
CASA URBANA EN VENTA,"Lima, Lima, Carabayllo",120.0,300.0,3,12,5,2,448910,121000
CASA URBANA EN VENTA,"Arequipa, Arequipa, Arequipa",970.2,0.0,0,0,0,0,2411500,650000
CASA URBANA EN VENTA,"Lima, Lima, Los Olivos",98.0,246.0,3,10,3,0,586180,158000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Santiago de Surco",88.0,88.0,1,3,2,0,307930,83000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Santiago de Surco",103.0,136.0,1,3,2,1,563920,152000
DEPARTAMENTO DUPLEX EN VENTA,"Lima, Lima, San Borja",142.54,178.33,3,3,3,2,1113000,300000
CASA DE PLAYA EN VENTA,"Lima, Lima, Ancon",214.0,243.0,2,5,3,3,445200,120000
CASA URBANA EN VENTA,"Piura, Sullana, Marcavelica",120.0,120.0,2,4,1,0,140000,37634
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Santiago de Surco",103.0,136.0,1,3,2,1,563920,152000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Santa Anita",65.0,65.0,15,2,2,0,297000,79838
DEPARTAMENTO DUPLEX EN VENTA,"Lima, Lima, Santiago de Surco",172.0,205.0,2,3,3,1,890400,240000
CASA URBANA EN VENTA,"Lima, Lima, Magdalena del Mar",50.0,115.0,3,4,3,0,660380,178000
DEPARTAMENTO EN CONDOMINIO EN VENTA,"Lima, Lima, Chorrillos",57.2,57.2,3,3,1,0,204050,55000
DEPARTAMENTO DUPLEX EN VENTA,"Lima, Lima, San Borja",142.54,178.33,3,3,3,2,1113000,300000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Surquillo",70.68,70.68,12,2,2,0,371000,100000
CASA URBANA EN VENTA,"Lima, Prov. Const. Del Callao, Bellavista",160.0,312.53,4,8,5,2,927500,250000
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, Jesus Maria",57.0,57.0,10,2,2,0,2000,537
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, San Miguel",45.66,45.66,3,2,1,0,200000,53763
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Lima",58.0,58.0,9,3,2,0,233730,63000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Barranco",41.0,41.0,15,1,1,0,426650,115000
CASA URBANA EN ALQUILER,"Lima, Lima, Miraflores",473.0,413.0,2,4,3,4,12985,3500
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Chorrillos",58.0,72.0,1,3,2,0,259700,70000
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, Santiago de Surco",238.0,238.0,3,3,2,2,6307,1700
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Santiago de Surco",238.0,238.0,3,3,2,2,1480290,399000
CASA URBANA EN VENTA,"Lima, Lima, Miraflores",280.0,160.0,2,3,2,4,2782500,750000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Santiago de Surco",142.0,142.0,3,3,4,1,1107806,298600
DEPARTAMENTO EN ALQUILER,"Lima, Lima, San Isidro",187.78,187.78,7,3,2,2,7234,1950
DEPARTAMENTO DUPLEX EN VENTA,"La Libertad, Trujillo, Huanchaco",61.0,154.0,6,3,3,0,396970,107000
DEPARTAMENTO EN ALQUILER,"Lima, Lima, San Isidro",187.78,187.78,7,3,2,2,7234,1950
DEPARTAMENTO DUPLEX EN VENTA,"Lima, Lima, Lima",95.5,95.5,2,3,1,0,328335,88500
DEPARTAMENTO EN CONDOMINIO EN VENTA,"Lima, Lima, Lurin",64.0,64.0,3,3,2,0,181790,49000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Los Olivos",75.0,75.0,7,3,2,0,272685,73500
CASA EN VENTA,"Lima, Lima, Lince",166.38,420.0,4,16,5,0,1409800,380000
DEPARTAMENTO TRIPLEX EN VENTA,"Lima, Lima, Miraflores",134.0,164.0,0,0,0,0,1298500,350000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Lurigancho",49.02,49.02,6,2,1,0,120575,32500
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Lurigancho",59.5,59.5,6,2,1,0,129850,35000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Lurigancho",49.62,49.62,6,2,1,0,120575,32500
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Lurigancho",76.05,76.05,4,3,2,0,185500,50000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Lurigancho",59.62,59.62,6,2,1,0,129850,35000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Santiago de Surco",71.97,71.97,1,2,2,1,575050,155000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Lurigancho",126.05,225.81,7,3,2,0,445200,120000
DEPARTAMENTO EN VENTA,"Lambayeque, Chiclayo, Chiclayo",153.12,153.12,0,0,0,0,295000,79301
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, Rimac",54.0,54.0,0,0,0,0,900,241
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, San Borja",40.0,40.0,2,1,1,0,1700,456
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Carabayllo",66.0,66.0,3,3,2,0,178080,48000
DEPARTAMENTO EN CONDOMINIO EN VENTA,"Lima, Lima, San Miguel",83.92,83.92,9,3,3,1,390000,104838
CASA EN VENTA,"Lima, Lima, La Molina",1.0,347.73,3,6,7,6,6900600,1860000
DEPARTAMENTO DUPLEX EN VENTA,"Lima, Lima, Miraflores",118.12,118.12,3,2,2,1,815829,219900
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, San Juan de Lurigancho",84.0,84.0,2,3,2,0,185000,49731
DEPARTAMENTO DUPLEX EN VENTA,"Lima, Lima, San Martin de Porres",87.41,127.78,5,5,2,0,252280,68000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Surquillo",94.0,94.0,4,3,3,1,493430,133000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Jesus Maria",75.76,75.76,20,3,2,1,500479,134900
