direccion,distrito,metraje,dormitorios,precio
Asociación de Vivienda Nuestra Señora de la Merced 18,"Huacho, Huaura",160 m² tot.,NULL,"S/ 47,000 · USD 12,737"
Av. Cerro De Camacho 1050,"Cerros De Camacho, Santiago de Surco",262 m² tot.,4 dorm.,"S/ 1,776,000 · USD 480,000"
Nicolasa Torres 150,"Tungasuca, Carabayllo",390 m² tot.,6 dorm.,"S/ 532,000 · USD 140,000"
URB LA CRUCETA,"La Cruceta, Santiago de Surco",71 m² tot.,3 dorm.,"S/ 273,800 · USD 74,000"
Jiron Samoa 500 El Sol de La Molina,"El Sol De La Molina Et.1, La Molina",315 m² tot.,4 dorm.,"S/ 2,325,000 · USD 620,000"
Cerca al Parque Santa Maria y al Ovalo Higuereta,"Miraflores, Lima",220 m² tot.,4 dorm.,"S/ 1,665,000 · USD 450,000"
Av. RICARDO PALMA 800,"Miraflores, Lima",74 m² tot.,1 dorm.,"S/ 539,400 · USD 145,000"
Calle Guillermo Marconi al 200,"San Isidro, Lima",531 m² tot.,5 dorm.,"S/ 4,750,000 · USD 1,250,000"
Urb. Pro - Los Olivos,"Los Olivos, Lima",720 m² tot.,NULL,"S/ 2,073,123 · USD 549,000"
AV. BERTOLOTTO 270 - SAN MIGUEL,"San Miguel, Lima",100 m² tot.,3 dorm.,"S/ 659,000 · USD 180,000"
Santa Rosa,"Callao, Callao",134 m² tot.,4 dorm.,"S/ 403,300 · USD 109,000"
Avenida Laguna Grande 353,"Las Lagunas De La Molina Etapa I, La Molina",1000 m² tot.,5 dorm.,"S/ 4,612,500 · USD 1,250,000"
el milagro s/n comas,"Comas, Lima",200 m² tot.,6 dorm.,"S/ 532,000 · USD 144,000"
Calle Machaypuito 160,"San Isidro, Lima",108 m² tot.,2 dorm.,"S/ 1,197,000 · USD 315,000"
Calle Quillapampa Mz T Sub lote 14 Cieneguilla,"Cieneguilla, Lima",201 m² tot.,4 dorm.,"S/ 1,892,400 · USD 498,000"
"Av. 28 de Julio sn Chonta, Santa Maria, Huacho","Huaura, Lima",3119 m² tot.,NULL,"S/ 570,000 · USD 150,000"
jr Chincheros,"La Molina, Lima",100 m² tot.,3 dorm.,"S/ 472,500 · USD 125,000"
"V, Piura 20009","Veintiseis de Octubre, Piura",3500 m² tot.,5 dorm.,"S/ 4,795,600 · USD 1,262,000"
Plaza Padre Constancio Bollar,"San Isidro, Lima",72 m² tot.,2 dorm.,"S/ 671,760 · USD 180,000"
PACARITAMBO 255,"Chacarilla Del Estanque, San Borja",355 m² tot.,3 dorm.,"S/ 2,286,600 · USD 618,000"
Jr. Tarapaca 136,"Magdalena, Lima",71 m² tot.,2 dorm.,"S/ 380,000 · USD 99,950"
"Chacarilla, Surco","Santiago de Surco, Lima",190 m² tot.,3 dorm.,"S/ 1,817,483 · USD 470,000"
Av. Los Proceres al 700,"Santiago de Surco, Lima",66 m² tot.,3 dorm.,"S/ 333,835 · USD 89,500"
Calle Jorge Castro Harrison 489 San Miguel,"San Miguel, Lima",166 m² tot.,NULL,"S/ 1,033,125 · USD 275,550"
Nido 040,"San Juan de Lurigancho, Lima",90 m² tot.,1 dorm.,"S/ 200,000 · USD 54,000"
"Av Santa Catalina 696, La Victoria","Santa Catalina, La Victoria",107 m² tot.,2 dorm.,"S/ 773,000 · USD 208,850"
San Bartolo,"San Bartolo, Lima",140 m² tot.,4 dorm.,"S/ 286,118 · USD 74,900"
CALLE AGUSTIN DE LA TORRE GONZALES,"El Olivar, San Isidro",190 m² tot.,3 dorm.,"S/ 1,480,000 · USD 400,000"
Plaza vea de Antúnez de Mayolo,"Los Olivos, Lima",220 m² tot.,5 dorm.,"S/ 829,400 · USD 220,000"
Malecon de la Reserva 520,"Malecon Reserva, Miraflores",320 m² tot.,4 dorm.,"S/ 5,700,000 · USD 1,499,000"
calle costa de oro 105,"Sol, La Molina",300 m² tot.,3 dorm.,"S/ 1,480,000 · USD 400,000"
Miramar,"Miramar 1, Ancón",4320 m² tot.,NULL,"S/ 3,996,000 · USD 1,080,000"
Callao,"Callao, Callao",12766 m² tot.,NULL,Consultar precio
Venta de Casa en la Av. Brasil,"Jesús María, Lima",250 m² tot.,5 dorm.,"S/ 691,600 · USD 182,000"
Av. Circunvalación Golf Los Incas 10xx,"Club Golf Los Incas, Santiago de Surco",270 m² tot.,4 dorm.,"S/ 2,195,550 · USD 595,000"
Malecon de la reserva,"Malecon Reserva, Miraflores",540 m² tot.,4 dorm.,"S/ 7,600,000 · USD 2,000,000"
C. Grimaldo Del Solar 111,"Miraflores, Lima",35 m² tot.,1 dorm.,"S/ 333,000 · USD 90,000"
Parcela 74 CAU 3 DE Octubre,"Chincha Baja, Chincha",41617 m² tot.,NULL,"S/ 1,369,000 · USD 370,000"
Calle Francisco del Castillo,"San Antonio, Miraflores",280 m² tot.,4 dorm.,"S/ 2,080,000 · USD 560,000"
Av. Las Gaviotas,"Chorrillos, Lima",698 m² tot.,NULL,"S/ 2,775,000 · USD 750,000"
La Cooperativa De Vivienda De La P.n.p,"San Martín de Porres, Lima",120 m² tot.,NULL,"S/ 306,990 · USD 81,000"
Condominio Buenavista,"San Bartolo, Lima",120 m² tot.,1 dorm.,"S/ 49,000"
"Ca. Guardia Civil, Chorrillos","Chorrillos, Lima",75 m² tot.,3 dorm.,"S/ 363,000 · USD 98,000"
Santa Cruz de Flores Cañete,"Cañete, Lima",124 m² tot.,NULL,"S/ 208,450 · USD 55,000"
Malecon de la Reserva 500,"Malecon Reserva, Miraflores",220 m² tot.,4 dorm.,"S/ 3,724,000 · USD 4,900"
la Campiña - Alt Cruce Av. El Sol,"Chorrillos, Lima",525 m² tot.,NULL,"S/ 2,350,000 · USD 650,000"
CALLE BOLIVAR,"Miraflores, Lima",142 m² tot.,8 dorm.,"S/ 1,060,000 · USD 295,000"
"Esquina Circunvalación 2935 y calle Fucsias, Salamanca","Ate Vitarte, Lima",58 m² tot.,NULL,Consultar precio
Av. Carlos Izaguirre,"Los Olivos, Lima",120 m² tot.,9 dorm.,"S/ 1,165,100 · USD 305,000"
Av. Patriotas Cuadra 6,"San Miguel, Lima",87 m² tot.,3 dorm.,"S/ 514,000"
Calle bolivar 100,"Yanahuara, Arequipa",210 m² tot.,3 dorm.,"S/ 795,500 · USD 215,000"
SANTA ISABEL,"Miraflores, Lima",197 m² tot.,3 dorm.,"S/ 1,736,250 · USD 463,000"
Av Ricardo Tizón Y Bueno,"Jesús María, Lima",55 m² tot.,2 dorm.,"S/ 462,500 · USD 125,000"
Av America 236 Moche,"Moche, Trujillo",155 m² tot.,3 dorm.,"S/ 282,000 · USD 75,000"
Jirón Trinidad al 400,"San Borja, Lima",321 m² tot.,3 dorm.,"S/ 1,881,000 · USD 495,000"
Altura Av. Ayacucho con Doña Rosa,"Los Rosales - Ampliacion Etapa Ii, Santiago de Surco",115 m² tot.,3 dorm.,"S/ 748,400 · USD 198,000"
Vasco Nuñez de Balboa,"Miraflores, Lima",220 m² tot.,3 dorm.,"S/ 3,044,190 · USD 799,000"
av don diego de dia santiago de surco,"Huertos De San Antonio, Santiago de Surco",330 m² tot.,4 dorm.,"S/ 2,053,500 · USD 555,000"
Av Guardia Civil 1161,"Corpac, San Isidro",164 m² tot.,NULL,"S/ 1,140,000 · USD 300,000"
Elías Aguirre 196,"Miraflores, Lima",465 m² tot.,10 dorm.,"S/ 10,360,000 · USD 2,800,000"
malecon norte 1400,"Punta Negra, Lima",208 m² tot.,4 dorm.,"S/ 895,000 · USD 240,000"
San Borja Norte,"San Borja Norte, San Borja",121 m² tot.,3 dorm.,"S/ 676,000 · USD 179,000"
Av Jose Pardo 100 Ovalo Miraflores,"Miraflores, Lima",50 m² tot.,3 dorm.,"S/ 354,050 · USD 97,000"
A Media Cuadra de la Av. La Encalada - Zonificación RDB - Área de Terreno: 245 m2 - Frente: 8 ml,"Centro Comercial Monterrico, Santiago de Surco",245 m² tot.,4 dorm.,"S/ 1,319,500 · USD 350,000"
Jr. Nelson Guia Gonzales al 400,"Dinastia, Santiago de Surco",84 m² tot.,3 dorm.,"S/ 427,085 · USD 114,500"
Jr Batalla de San Juan,"Las Gardenias, Santiago de Surco",132 m² tot.,3 dorm.,"S/ 890,400 · USD 240,000"
AVENIDA REDUCTO,"Miraflores, Lima",110 m² tot.,3 dorm.,"S/ 740,000 · USD 200,000"
"Playa Las Totoritas, Ingreso Calle 4","Asia, Cañete",200 m² tot.,4 dorm.,"S/ 1,655,500 · USD 315,000"
AVENIDA VILLARÁN,"Miraflores, Lima",249 m² tot.,2 dorm.,"S/ 1,616,503"
Av. Gálvez Barrenechea al 1000,"San Borja, Lima",224 m² tot.,5 dorm.,"S/ 962,000 · USD 260,000"
Jr. Alonso De Molina 374,"Santiago de Surco, Lima",220 m² tot.,NULL,"S/ 1,665,000 · USD 450,000"
Jirón Batalla de Junín,"Barranco, Lima",326 m² tot.,4 dorm.,"S/ 2,964,000 · USD 780,000"
Av los Cedros 600 Chaclacayo,"Chaclacayo, Lima",2700 m² tot.,4 dorm.,"S/ 4,810,000 · USD 1,100,000"
PALOMARES DEL CAMPO 116,"Las Lomas De La Molina Vieja, La Molina",160 m² tot.,3 dorm.,"S/ 1,177,600 · USD 320,000"
JR. 27 San Borja,"Mariscal Ramon Castilla, San Borja",152 m² tot.,3 dorm.,"S/ 940,000 · USD 250,000"
Calle Van Gogh 177 San Borja,"San Borja, Lima",94 m² tot.,3 dorm.,"S/ 748,720 · USD 196,000"
AVENIDA EL EJERCITO,"Miraflores, Lima",60 m² tot.,2 dorm.,"S/ 474,400"
Los Amautas Zárate,"Los Amautas, San Juan de Lurigancho",145 m² tot.,4 dorm.,"S/ 370,629 · USD 99,900"
Jr. Recuay 457,"Breña, Lima",113 m² tot.,4 dorm.,"S/ 315,000 · USD 90,000"
"La Engreida Fundo El Almendral Lote 2 Sector E, Salas - Ica.","Ica, Ica",5001 m² tot.,NULL,S/ 4 · USD 1
Av. Razuri,"San Miguel, Lima",61 m² tot.,2 dorm.,"S/ 399,448 · USD 105,118"
Av. Arequipa N°41,"Barboncito, Miraflores",104 m² tot.,3 dorm.,"S/ 731,250 · USD 195,000"
Ignacio Mariategui 100 Barranco,"Barranco, Lima",370 m² tot.,NULL,"S/ 1,197,000 · USD 320,000"
Av. De los Precursores 121,"Valle Hermoso Oeste, Santiago de Surco",120 m² tot.,3 dorm.,"S/ 809,400 · USD 213,000"
Calle Montesquieu 2XX dpto 8XX Surquillo,"Surquillo, Lima",128 m² tot.,2 dorm.,"S/ 670,000 · USD 176,300"
Lord Nelson,"Miraflores, Lima",152 m² tot.,3 dorm.,"S/ 1,554,000 · USD 420,000"
Jr. Tomás Catari 468,"Los Olivos, Lima",77 m² tot.,3 dorm.,"S/ 310,800 · USD 84,000"
Av. Cesar Vallejo al 300,"Lince, Lima",134 m² tot.,2 dorm.,"S/ 938,400 · USD 255,000"
Mollendo,"Islay, Arequipa",108000 m² tot.,NULL,"S/ 33,865,910 · USD 9,252,981"
"Manzana A5, Urb. Santa Maria, Carabayllo","Santa Maria, Carabayllo",112 m² tot.,NULL,"S/ 127,000 · USD 33,900"
Vista Alegre,"Santiago de Surco, Lima",187 m² tot.,3 dorm.,"S/ 982,800 · USD 260,000"
MANUEL PEREZ DE TUDELA,"El Olivar, San Isidro",280 m² tot.,3 dorm.,"S/ 2,553,000 · USD 690,000"
Choquehuanca,"San Isidro, Lima",447 m² tot.,5 dorm.,"S/ 4,804,800 · USD 1,248,000"
Vilcabamba 191,"Santiago de Surco, Lima",173 m² tot.,3 dorm.,"S/ 1,391,940 · USD 370,000"
"Calle LOS Recuerdos, Urb. Chacarilla","Chacarilla, San Borja",126 m² tot.,2 dorm.,"S/ 1,094,450 · USD 295,000"
C. Miguel Aljovin 315,"Miraflores, Lima",235 m² tot.,NULL,"S/ 1,850,000 · USD 500,000"
Francisco De Cuellar 226,"Santiago de Surco, Lima",163 m² tot.,3 dorm.,"S/ 885,000 · USD 240,000"
Av tomas marsano 1700,"Aurora, Miraflores",90 m² tot.,2 dorm.,"S/ 790,000 · USD 212,000"
flor de amancaes,"Flor De Amancaes, Rímac",90 m² tot.,5 dorm.,"S/ 240,000 · USD 64,000"
av Circunvalacion y Javier Prado,"Santiago de Surco, Lima",83 m² tot.,3 dorm.,"S/ 513,000 · USD 135,000"
C. Jose Maria Morelos 237,"San Miguel, Lima",327 m² tot.,5 dorm.,"S/ 732,600 · USD 198,000"
"Mz. V Lote 3 y 6 Zona Industrial, Distrito de Veintiseis de Octubre, Provincia de Piura","Piura, Piura",1500 m² tot.,NULL,"S/ 4,176,200 · USD 1,099,000"
Av. Razuri,"San Miguel, Lima",87 m² tot.,3 dorm.,"S/ 559,998 · USD 147,368"
Monte Carmelo al 100,"Chacarilla Del Estanque, Santiago de Surco",181 m² tot.,3 dorm.,"S/ 1,215,500 · USD 325,000"
Calle Joaquin Ortega al 100,"Vista Alegre, Santiago de Surco",343 m² tot.,6 dorm.,"S/ 2,279,700 · USD 600,000"
Av. Arequipa,"Miraflores, Lima",68 m² tot.,2 dorm.,"S/ 701,000 · USD 187,632"
Av. Argentina 3120,"Lima Cercado, Lima",20000 m² tot.,NULL,Consultar precio
Pasaje Sánchez Carrión N° 112,"Barranco, Lima",367 m² tot.,NULL,Consultar precio
Departamento de 3 Dormitorios en San Miguel Av. De Los Patriotas,"San Miguel, Lima",67 m² tot.,3 dorm.,"S/ 422,000 · USD 115,000"
Víctor Maurtua 400,"San Gabriel, San Isidro",340 m² tot.,3 dorm.,"S/ 5,742,000 · USD 1,450,000"
AV. ELMER FAUCETT 291,"Maranga, San Miguel",65 m² tot.,NULL,"S/ 407,000 · USD 110,000"
Jirón Amancaes,"Las Casuarinas Sur, Santiago de Surco",113 m² tot.,3 dorm.,"S/ 675,000 · USD 180,000"
"Caridad 744, Los Olivos","Los Olivos, Lima",165 m² tot.,4 dorm.,"S/ 462,500 · USD 125,000"
Tomas Valle 1250,"Los Olivos, Lima",75 m² tot.,3 dorm.,"S/ 261,870 · USD 70,000"
jr. Elias,"13 De Octubre, San Martín de Porres",75 m² tot.,3 dorm.,"S/ 265,000"
Jiron Federico Chopin 4,"Alamos De Monterrico, Santiago de Surco",175 m² tot.,3 dorm.,"S/ 956,800 · USD 260,000"
Calle Martin de la Paz 250 Valle hermoso,"Valle Hermoso, Santiago de Surco",100 m² tot.,3 dorm.,"S/ 617,520 · USD 166,000"
ancon 196,"El Sol De La Molina Et.3, La Molina",500 m² tot.,4 dorm.,"S/ 2,146,000 · USD 580,000"
AV JAVIER PRADO oeste 1818,"San Isidro, Lima",114 m² tot.,2 dorm.,"S/ 948,747 · USD 249,736"
Jr Chincheros,"La Molina, Lima",116 m² tot.,3 dorm.,"S/ 463,750 · USD 125,000"
Av.Lima 1277 / Deisy Celis 923100072,"San Miguel, Lima",66 m² tot.,3 dorm.,"S/ 368,614 · USD 99,090"
AV. CIRCUNVALACION EL GOLF LOS INCAS 148,"Camacho, Santiago de Surco",222 m² tot.,3 dorm.,"S/ 1,965,600 · USD 520,000"
PARQUE NORTE,"Corpac, San Isidro",450 m² tot.,NULL,"S/ 3,969,000 · USD 1,050,000"
C.D.7,"San Juan de Lurigancho, Lima",90 m² tot.,7 dorm.,"S/ 421,300 · USD 110,000"
Circunvalacion 425,"San Juan de Lurigancho, Lima",70 m² tot.,2 dorm.,"S/ 181,256 · USD 48,988"
Av Arequipa 1388,"Lima Cercado, Lima",88 m² tot.,3 dorm.,"S/ 520,000 · USD 132,000"
Los Acebos,"Piura, Piura",243 m² tot.,NULL,"S/ 299,999 · USD 80,000"
Venta De Casa De 140 Mt2 En V.e.s Ovalo Las Palomas,"Villa el Salvador, Lima",140 m² tot.,10 dorm.,"S/ 656,250 · USD 175,000"
Nicolas de Rodrigo,"Santiago de Surco, Lima",124 m² tot.,2 dorm.,"S/ 622,050 · USD 165,000"
PERSHING,"Jesús María, Lima",83 m² tot.,NULL,"S/ 792,000 · USD 198,000"
Departamento de 1 Dormitorio en Lince Límite con San Isidro,"Lince, Lima",40 m² tot.,1 dorm.,"S/ 339,000 · USD 91,700"
Jr José Gálvez,"Magdalena, Lima",96 m² tot.,2 dorm.,"S/ 334,800 · USD 90,000"
av. camino real 725,"San Isidro, Lima",215 m² tot.,3 dorm.,"S/ 1,364,200 · USD 359,000"
Santa Maria,"San Bartolo, Lima",317 m² tot.,6 dorm.,"S/ 3,221,500 · USD 850,000"
Av Principal 800,"La Calera De La Merced, Surquillo",50 m² tot.,2 dorm.,"S/ 369,630 · USD 99,900"
LOS BAMBUES 510,"La Molina, Lima",260 m² tot.,3 dorm.,"S/ 1,110,000 · USD 300,000"
"Av. Santa Catalina, La Victoria","Santa Catalina, La Victoria",66 m² tot.,1 dorm.,"S/ 346,800 · USD 92,000"
"Cerro Colorado, Arequipa","Arequipa, Arequipa",711 m² tot.,NULL,"S/ 5,700,000 · USD 1,500,000"
Galvez,"Jose Balta, Miraflores",82 m² tot.,3 dorm.,"S/ 784,000 · USD 206,000"
jr.las Anemonas urb. las violetas,"Las Flores, San Juan de Lurigancho",160 m² tot.,NULL,"S/ 352,000 · USD 95,000"
Calle Mercaderes 534,"Santiago de Surco, Lima",72 m² tot.,2 dorm.,"S/ 463,600 · USD 122,000"
Jiron Casma 300 covida,"Los Olivos, Lima",355 m² tot.,8 dorm.,"S/ 1,352,800 · USD 356,000"
av naranjal,"Nazareth Et.1, San Martín de Porres",300 m² tot.,10 dorm.,"S/ 600,000 · USD 160,000"
Av. Bolivia 148,"Lima Cercado, Lima",14 m² tot.,NULL,"S/ 203,500 · USD 55,000"
"Inca Ripac, Limite de San Isidro, Jesus Maria y Lince. A una Cuadra de Univ. Pacifico, Cerca de la UPC y a 5mins de Real Plaza Salaverry","Jesús María, Lima",63 m² tot.,1 dorm.,"S/ 395,900 · USD 107,000"
Av. San Borja Norte al 100,"San Borja, Lima",62 m² tot.,1 dorm.,"S/ 494,000 · USD 130,000"
AV CERROS DE CAMACHO 1050,"Cerros De Camacho, Santiago de Surco",580 m² tot.,3 dorm.,"S/ 3,441,000 · USD 930,000"
Av. Venezuela al 5100,"San Miguel, Lima",64 m² tot.,3 dorm.,"S/ 290,000 · USD 79,000"
Chamberi,"San Isidro, Lima",330 m² tot.,4 dorm.,"S/ 3,522,985 · USD 944,500"
Jr. Cruz del Sur al 100,"Santiago de Surco, Lima",65 m² tot.,NULL,"S/ 725,754 · USD 194,000"
Condominio Sol De Paracas,"Pisco, Ica",90 m² tot.,NULL,"S/ 62,160 · USD 16,800"
Raul Ferrero,"La Molina, Lima",450 m² tot.,6 dorm.,"S/ 2,520,540 · USD 670,000"
Av. Brasil con Av. Bolivar,"Pueblo Libre, Lima",86 m² tot.,3 dorm.,"S/ 464,940 · USD 123,000"
Calle El Retiro Av. Nueva Toledo,"Cieneguilla, Cieneguilla",1020 m² tot.,NULL,"S/ 555,000 · USD 150,000"
AV. JAIME HERRERA ARDILES,"El Suta, Pueblo Libre",535 m² tot.,6 dorm.,"S/ 1,368,000 · USD 360,000"
Calle Martín Paz 202,"Zona Industrial, Ventanilla",6300 m² tot.,NULL,"S/ 7,356,800 · USD 1,936,000"
Cortijo al 400,"Santiago de Surco, Lima",121 m² tot.,3 dorm.,"S/ 779,000 · USD 205,000"
CALLE LOS LUCUMOS 168,"La Molina, Lima",152 m² tot.,3 dorm.,"S/ 773,300 · USD 209,000"
Jirón Huiracocha 2083,"Jesús María, Lima",81 m² tot.,3 dorm.,"S/ 627,000 · USD 165,000"
Calle Doña Hortencia 554 Surco,"Santa Rosa De Surco, Santiago de Surco",94 m² tot.,3 dorm.,"S/ 447,500 · USD 120,000"
"Pasaje La Florida 136, san isidro","San Isidro, Lima",112 m² tot.,3 dorm.,"S/ 576,000 · USD 120,000"
Malecon Cisneros Frente AL MAR,"Miraflores, Lima",300 m² tot.,3 dorm.,"S/ 1,795,200 · USD 480,000"
Los Castaños,"San Isidro, Lima",135 m² tot.,2 dorm.,"S/ 1,056,400 · USD 1,400"
Calle Antero Aspillaga,"El Olivar, San Isidro",265 m² tot.,3 dorm.,"S/ 2,197,000 · USD 595,000"
Lindo Flat a un Paso de UPC y U de Lima,"Monterrico, Santiago de Surco",135 m² tot.,3 dorm.,"S/ 630,370 · USD 169,000"
Av. Mariategui 1712,"Jesús María, Lima",84 m² tot.,3 dorm.,"S/ 456,000 · USD 120,000"
ALTURA DE NEOPLASICA HERMOSO DEPA EN PRIMER PISO CON CONEXION A GAS NATURAL Y AREAS COMUNES,"La Calera De La Merced, Surquillo",101 m² tot.,3 dorm.,"S/ 678,600 · USD 180,000"
JR CHIMUCAPAC FRENTE A PARQUE HERMOSO DUPLEX CON TERRAZA,"Los Rosales, Santiago de Surco",172 m² tot.,2 dorm.,"S/ 1,165,425 · USD 307,500"
Abetos 186,"Los Recaudadores, Ate Vitarte",54 m² tot.,2 dorm.,"S/ 293,488 · USD 76,900"
Loma de las Lavandas,"Santiago de Surco, Lima",90 m² tot.,3 dorm.,"S/ 451,440 · USD 120,000"
Av. Puente Piedra 6,"Puente Piedra, Lima",970 m² tot.,NULL,"Consultar precio · USD 1,800,000"
Jr. Julio Rodriguez Cdra. 3 Ciudad De Dios Zonak,"San Juan de Miraflores, Lima",200 m² tot.,5 dorm.,"S/ 629,000 · USD 160,000"
Jr. Millet 173,"San Borja, Lima",179 m² tot.,3 dorm.,"S/ 1,245,909 · USD 332,242"
"Asociación De Villa Sol De Pachacamac 1Ra Etapa ,Mz G Lote 10","Pachacamac, Lima",120 m² tot.,NULL,"S/ 1,258,000 · USD 34,000"
Altura Estación Arriola,"La Victoria, Lima",896 m² tot.,NULL,"S/ 12,920,000 · USD 3,400,000"
AV. PEDRO SILVA 1200,"San Juan de Miraflores, Lima",86 m² tot.,3 dorm.,"S/ 320,000 · USD 84,000"
Achorena,"San Isidro, Lima",347 m² tot.,3 dorm.,"S/ 4,207,400 · USD 1,090,000"
Calle Francisco de Zela N° 2515,"Risso, Lince",189 m² tot.,8 dorm.,"S/ 2,180,000 · USD 589,000"
Jr. Faustino Sánchez Carrión 158,"Magdalena, Lima",107 m² tot.,NULL,"S/ 918,500 · USD 245,000"
Circunvalacion Golf Los Incas 1175,"Club Golf Los Incas, Santiago de Surco",331 m² tot.,4 dorm.,"S/ 2,487,060 · USD 674,000"
San Borja Norte 1241,"San Borja Norte, San Borja",80 m² tot.,2 dorm.,"S/ 625,300 · USD 169,000"
Juan Fanning 365,"Miraflores, Lima",113 m² tot.,2 dorm.,"S/ 860,000 · USD 230,000"
Av. José Saco Rojas,"Carabayllo, Lima",330 m² tot.,11 dorm.,"S/ 893,200 · USD 232,000"
AVENIDA RICARDO PALMA,"Miraflores, Lima",30 m² tot.,NULL,"S/ 402,190 · USD 108,700"
Calle LIBERTAD S/N,"Miraflores, Lima",40 m² tot.,1 dorm.,"S/ 442,800 · USD 120,000"
Juan Fanning al 100,"Miraflores, Lima",118 m² tot.,2 dorm.,"S/ 814,000 · USD 220,000"
MARTÍN DE MURUA,"San Miguel, Lima",75 m² tot.,1 dorm.,"S/ 560,000 · USD 150,000"
Jr Los Sauces Frente a Parque,"Jacaranda Et.2, San Borja",172 m² tot.,3 dorm.,"S/ 861,000 · USD 229,500"
Calle Genaro Castro Iglesias,"Miraflores, Lima",514 m² tot.,NULL,"S/ 4,440,000 · USD 1,200,000"
"Mar Egeo, Mz F , Lote 68- Urb Las Brisas De Barranca","Barranca, Lima",101 m² tot.,NULL,"S/ 81,400 · USD 22,000"
Av. Camino Real,"San Isidro, Lima",241 m² tot.,2 dorm.,"S/ 2,842,500 · USD 750,000"
"Mama Ocllo, Lince","Lince, Lima",83 m² tot.,2 dorm.,"S/ 356,250 · USD 95,000"
Prolongación Enrique Pallardelli al 100,"Comas, Lima",84 m² tot.,3 dorm.,"S/ 253,260 · USD 67,000"
Carretera Huarochiri,"Cieneguilla, Lima",3450 m² tot.,NULL,"S/ 662,400 · USD 180,000"
Malecon de la Marina Cuadra 8 Esquina con Calle Federico Villarreal 116,"Miraflores, Lima",78 m² tot.,1 dorm.,"S/ 989,920 · USD 269,000"
Jr. Rio de la Plata 1,"Las Praderas De La Molina, La Molina",400 m² tot.,5 dorm.,"S/ 1,047,200 · USD 280,000"
Isla De Corcovado,"San Miguel, Lima",140 m² tot.,5 dorm.,"S/ 999,000 · USD 270,000"
Calle Sevilla,"Miraflores, Lima",66 m² tot.,2 dorm.,"S/ 692,727 · USD 185,720"
"Calle Independencia, Santiago de Surco","Santiago de Surco, Lima",41 m² tot.,2 dorm.,"S/ 140,000 · USD 37,800"
Av. Arenales 377,"Lima Cercado, Lima",56 m² tot.,3 dorm.,"S/ 273,700 · USD 73,000"
"Abancay, San Juan de Miraflores 15058 al 1500","San Juan de Miraflores, Lima",12 m² tot.,NULL,"S/ 141,340 · USD 37,000"
Av. Coronel Reynaldo Vivanco al 200,"Chacarilla Del Estanque, Santiago de Surco",163 m² tot.,3 dorm.,"S/ 1,216,000 · USD 320,000"
Shinua Cancha,"Independencia, Huaraz",75900 m² tot.,NULL,"S/ 1,749,000 · USD 467,500"
AV. AYACUCHO 1474 SURCO,"Santiago de Surco, Lima",117 m² tot.,2 dorm.,"S/ 883,200 · USD 240,000"
Jr. Fray Angélico San Borja Cerca a Av. San Borja Norte y Centro Naval,"San Borja, Lima",209 m² tot.,4 dorm.,"S/ 1,321,000 · USD 352,266"
AV RAMON CASTILLA,"Las Magnolias, Santiago de Surco",100 m² tot.,3 dorm.,"S/ 650,000 · USD 180,000"
LA NIÑA 200,"Chacarilla Del Estanque, Santiago de Surco",202 m² tot.,3 dorm.,"S/ 1,461,500 · USD 395,000"
choquehuanca 1470,"San Isidro, Lima",229 m² tot.,3 dorm.,"S/ 2,600,000 · USD 699,000"
Av. Abelardo Quiñones,"Maynas, Loreto",5960 m² tot.,NULL,Consultar precio
Av. Brasil al 3700,"Magdalena, Lima",80 m² tot.,3 dorm.,"S/ 411,400 · USD 110,000"
Jiron Oswaldo Hércules al 200,"La Victoria, La Victoria",87 m² tot.,3 dorm.,"S/ 412,400 · USD 110,000"
Calle La Huaca - Pueblo Libre,"Pueblo Libre, Lima",148 m² tot.,3 dorm.,"S/ 855,600 · USD 230,000"
calle enrique palacios 1101-1115,"Santa Cruz, Miraflores",245 m² tot.,4 dorm.,"S/ 1,850,000 · USD 505,000"
La Molina Vieja,"La Molina, Lima",420 m² tot.,4 dorm.,"S/ 2,658,000 · USD 687,000"
Jiron Paseo de Aguas 140,"Las Lomas De La Molina Vieja, La Molina",85 m² tot.,3 dorm.,"S/ 425,500 · USD 115,000"
Condominio Select Home,"Pisco, Pisco",1400 m² tot.,5 dorm.,"S/ 741,629 · USD 199,900"
Portada De La Planicie,"Portada De La Planicie, La Molina",546 m² tot.,4 dorm.,"S/ 3,145,000 · USD 850,000"
Av REDUCTO CON AV 28 DE JULIO S/N,"Miraflores, Lima",450 m² tot.,5 dorm.,"S/ 2,977,500 · USD 750,000"
Portada De Manchay I,"Pachacamac, Lima",109 m² tot.,3 dorm.,"S/ 251,600 · USD 68,000"
Manuel Tovar 340,"Santa Cruz, Miraflores",70 m² tot.,2 dorm.,"S/ 691,600 · USD 182,000"
Jose Olaya 1369 - 1371 - 1373,"Santa Rosa, Callao",348 m² tot.,NULL,"S/ 1,205,760 · USD 320,000"
Jr. Domingo Martinez Lujan al 600,"Surquillo, Lima",165 m² tot.,6 dorm.,"S/ 671,060 · USD 178,000"
Av. Javier Prado Oeste 2067,"Country Club, San Isidro",129 m² tot.,3 dorm.,"S/ 1,054,620 · USD 279,000"
AV. BENAVIDES 1500,"Miraflores, Lima",135 m² tot.,NULL,"S/ 1,230,900 · USD 330,000"
