direccion,distrito,metraje,dormitorios,precio
Calle BUEN RETIRO,"Chacarilla, San Borja",351 m² tot.,4 dorm.,"S/ 2,420,000 · USD 649,000"
Jr. Granada Pueblo Libre Alt Cdra 10de Av. Bolivar,"Pueblo Libre, Lima",59 m² tot.,2 dorm.,"S/ 414,000 · USD 111,590"
Calle Maria Parado de Bellido 17,"Chacra Cerro, Comas",2100 m² tot.,NULL,"S/ 3,591,000 · USD 945,000"
Jose Sabogal 215,"Las Violetas, Santiago de Surco",153 m² tot.,3 dorm.,"S/ 1,025,750 · USD 275,000"
Urb. LOS Robles DE Santa Rosa SAN Martin DE Porres,"Los Robles De Santa Rosa, San Martín de Porres",140 m² tot.,8 dorm.,"S/ 526,240 · USD 143,000"
AV CIRCUNVALACION GOLF LOS INCAS 843,"Club Golf Los Incas, Santiago de Surco",251 m² tot.,4 dorm.,"S/ 1,831,500 · USD 495,000"
Batallón Libres de Trujillo,"Santiago de Surco, Lima",431 m² tot.,4 dorm.,"S/ 2,470,000 · USD 650,000"
Velasco Astete al 100,"Santiago de Surco, Lima",740 m² tot.,9 dorm.,"S/ 2,812,312 · USD 749,950"
"Calle Los Girasoles Num 210, Urb. Santa Edelmira, Víctor Larco Herrera, Trujillo, La Libertad.","Trujillo, La Libertad",417 m² tot.,5 dorm.,"S/ 1,102,000 · USD 290,000"
Santiago de Surco,"Santiago de Surco, Lima",185 m² tot.,3 dorm.,"S/ 1,125,754 · USD 294,700"
Av. Óscar R. Benavides Cdra 21,"Lima Cercado, Lima",3690 m² tot.,NULL,Consultar precio
Calle Roma 280,"Miraflores, Lima",111 m² tot.,NULL,"S/ 985,500 · USD 266,400"
Antigua Panamericana sur,"Asia, Cañete",250 m² tot.,4 dorm.,"S/ 705,000 · USD 190,000"
Prolongación Tacna 257,"Leoncio Prado, Rímac",257 m² tot.,6 dorm.,"S/ 638,000 · USD 169,900"
Lurín,"De Lurin, Lurín",5888 m² tot.,NULL,Consultar precio
Departamento al 104,"San Miguel, San Miguel",69 m² tot.,2 dorm.,"S/ 332,640 · USD 87,000"
"Calle Los Eucaliptos, San Isidro, Perú","San Isidro, Lima",301 m² tot.,3 dorm.,"S/ 2,035,000 · USD 550,000"
Cayrucachi 262,"Maranga Etapa V, San Miguel",61 m² tot.,2 dorm.,"S/ 270,000 · USD 72,000"
San Juan Pampa La Coronela,"Cerrito La Libertad, Puente Piedra",5000 m² tot.,NULL,"S/ 7,500,000 · USD 2,000,000"
Av. Almte. Miguel Grau 1380 Barranco,"Barranco, Lima",20 m² tot.,NULL,"S/ 244,000 · USD 65,000"
Mz D Lt 12 Urbanización Huampaní Lurigancho,"Chosica (Lurigancho), Lima",160 m² tot.,NULL,"S/ 305,600 · USD 80,000"
AV Buenos Aires al 600,"Puente Piedra, Lima",80 m² tot.,4 dorm.,"S/ 529,200 · USD 140,000"
Jiron Hernando de Magallanes,"San Miguel, Lima",75 m² tot.,3 dorm.,"S/ 444,570 · USD 121,800"
SAN BORJA,"San Borja Norte, San Borja",420 m² tot.,35 dorm.,"S/ 6,749,625 · USD 1,799,990"
Choquehuanca,"San Isidro, Lima",447 m² tot.,5 dorm.,"S/ 4,804,800 · USD 1,248,000"
AVENIDA LA MAR,"Miraflores, Lima",71 m² tot.,2 dorm.,"S/ 699,000"
Eduardo de la Torre Villamonte,"Miraflores, Lima",426 m² tot.,5 dorm.,"S/ 2,405,000 · USD 650,000"
ALTURA DE NEOPLASICAS HERMOSO DUPLEX DE 4 HAB CON TERRAZA,"La Calera De La Merced, Surquillo",141 m² tot.,4 dorm.,"S/ 916,500 · USD 235,000"
Chabrier,"San Isidro, Lima",440 m² tot.,4 dorm.,"S/ 4,888,000 · USD 1,300,000"
Villa Mangomarca San Juan de Lurigancho,"Mangomarca, San Juan de Lurigancho",252 m² tot.,7 dorm.,"S/ 697,500 · USD 186,000"
Javier prado oeste 1818,"San Isidro, Lima",110 m² tot.,2 dorm.,"S/ 996,531 · USD 249,132"
jr los Cisnes 284 al 200,"Santiago de Surco, Lima",260 m² tot.,5 dorm.,"S/ 1,080,000 · USD 288,000"
Malecon Cisneros,"Miraflores, Lima",160 m² tot.,3 dorm.,"S/ 1,417,500 · USD 375,000"
General Silva,"Miraflores, Lima",260 m² tot.,3 dorm.,"S/ 2,280,000 · USD 600,000"
"Manuel Tovar 151, Miraflores, a un Paso del Malecón de la Marina","Miraflores, Lima",122 m² tot.,3 dorm.,"S/ 1,248,000 · USD 320,000"
bali beach,"Asia, Cañete",177 m² tot.,6 dorm.,"S/ 871,850 · USD 235,000"
Parque Armendariz,"Miraflores, Lima",229 m² tot.,3 dorm.,"S/ 3,420,000 · USD 900,000"
SINCHI ROCA 2283 HERMOSO DUPLEX DE 4 Hab CON HERMOSA TERRAZA,"Lobaton, Lince",190 m² tot.,4 dorm.,"S/ 1,031,250 · USD 275,000"
SURCO (AV GUARDIA CIVIL SUR),"Santiago de Surco, Lima",152 m² tot.,3 dorm.,"S/ 605,000"
Navarra,"Higuereta, Santiago de Surco",216 m² tot.,3 dorm.,"S/ 1,065,000 · USD 285,000"
Calle Navarra 222,"Las Gardenias, Santiago de Surco",215 m² tot.,3 dorm.,"S/ 1,050,000 · USD 280,000"
Calle Pietro Marchand Cuadra 3,"San Borja, Lima",90 m² tot.,3 dorm.,"S/ 856,875 · USD 228,500"
C. La Alameda,"El Eucalipto, Santiago de Surco",300 m² tot.,5 dorm.,"S/ 2,618,000 · USD 700,000"
Av. Coronel Bolognesi 750,"Callao, Callao",75 m² tot.,3 dorm.,"S/ 647,500 · USD 175,000"
General Silva,"Miraflores, Lima",260 m² tot.,3 dorm.,"S/ 2,280,000 · USD 600,000"
Jiron Corpancho,"Barranco, Lima",85 m² tot.,3 dorm.,"S/ 482,300 · USD 130,000"
Republica de Panama 3420,"San Isidro, Lima",209 m² tot.,4 dorm.,"S/ 2,220,000 · USD 600,000"
Condominio las Palmeras,"Asia, Cañete",200 m² tot.,NULL,"S/ 150,318 · USD 40,000"
Av Pablo Carriquiry 321,"San Isidro, Lima",240 m² tot.,5 dorm.,"S/ 1,572,500 · USD 425,000"
Alameda Del Corregidor 1575,"Sirius, La Molina",90 m² tot.,3 dorm.,"S/ 444,000 · USD 120,000"
jr. Las Gardenias,"Valle Hermoso, Santiago de Surco",107 m² tot.,3 dorm.,"S/ 639,540 · USD 170,000"
Eleazar Blanco 121,"Pueblo Libre, Lima",117 m² tot.,4 dorm.,"S/ 851,000 · USD 230,000"
Av. RICARDO PALMA 800,"Miraflores, Lima",74 m² tot.,1 dorm.,"S/ 539,400 · USD 145,000"
Av. Costanera 2210,"San Miguel, Lima",55 m² tot.,2 dorm.,"S/ 321,980 · USD 85,000"
CALLE MADRID MZ J LT 12 HIGUERETA,"Higuereta, Santiago de Surco",168 m² tot.,3 dorm.,"S/ 1,360,800 · USD 360,000"
Ca. Las Rosas 494,"Molina Vieja Etapa I, La Molina",637 m² tot.,4 dorm.,"S/ 2,438,700 · USD 640,000"
Venta de Casa en la Av. Brasil,"Jesús María, Lima",250 m² tot.,5 dorm.,"S/ 691,600 · USD 182,000"
"Calle Sta Elena Nte N155, Santiago De Surco 15023, Perú","Monterrico, Santiago de Surco",120 m² tot.,3 dorm.,"S/ 758,500 · USD 205,000"
Daniel Carrion - Magdalena,"Lima, Lima",101 m² tot.,3 dorm.,"S/ 770,040 · USD 207,000"
La Chita,"Punta Negra, Lima",152 m² tot.,4 dorm.,"S/ 864,000 · USD 199,000"
"Santa Rosa, La Perla","La Perla, Callao",76 m² tot.,3 dorm.,"S/ 229,000 · USD 63,000"
Jiron Bellavista,"Santiago de Surco, Lima",1250 m² tot.,4 dorm.,"S/ 8,392,500 · USD 2,250,000"
"Av El Ejército , Magdalena","Magdalena, Lima",97 m² tot.,3 dorm.,"S/ 628,000 · USD 169,000"
Jr. Juan Antonio Pezet,"Liguria, Santiago de Surco",130 m² tot.,3 dorm.,"S/ 930,000 · USD 250,000"
Avenida Petit Thouars 2790,"San Isidro, Lima",535 m² tot.,NULL,"S/ 3,610,000 · USD 950,000"
LOS LAURELES,"Country Club, San Isidro",317 m² tot.,3 dorm.,"S/ 2,775,000 · USD 740,000"
Av. Antonio José de Sucre 1070 Magdalena,"Magdalena, Lima",78 m² tot.,3 dorm.,"S/ 494,000 · USD 130,000"
Av. Las Gaviotas,"Chorrillos, Lima",698 m² tot.,NULL,"S/ 2,775,000 · USD 750,000"
Prolongacion Lora y Lora,"Chiclayo, Chiclayo",5775 m² tot.,NULL,"S/ 740,000 · USD 185,000"
Nido 040,"San Juan de Lurigancho, Lima",90 m² tot.,1 dorm.,"S/ 200,000 · USD 54,000"
El Mirador De Asia,"Asia, Cañete",115 m² tot.,4 dorm.,"S/ 666,000 · USD 180,000"
Calle Monterrico Chico 400,"Santa Teresa, Santiago de Surco",138 m² tot.,3 dorm.,"S/ 906,500 · USD 245,000"
Av. Circunvalación Golf Los Incas 10xx,"Club Golf Los Incas, Santiago de Surco",270 m² tot.,4 dorm.,"S/ 2,195,550 · USD 595,000"
Calle Baltazar La Torre,"Country Club, San Isidro",234 m² tot.,3 dorm.,"S/ 1,402,300 · USD 379,000"
C. Alberto Barton 196,"San Miguel, Lima",166 m² tot.,5 dorm.,"S/ 1,554,000 · USD 420,000"
condominio Paso Chico,"Paso Chico, Lurín",1036 m² tot.,5 dorm.,"S/ 1,976,000 · USD 520,000"
Condominio Panorama De Asia,"Asia, Cañete",176 m² tot.,4 dorm.,"S/ 851,000 · USD 230,000"
Jr Bellavista - Triplex en Casuarianas,"Las Casuarinas, Santiago de Surco",377 m² tot.,4 dorm.,"S/ 1,766,628 · USD 474,900"
URB SANTA BEATRIZ,"Santa Beatriz, Lima Cercado",77 m² tot.,3 dorm.,"S/ 448,150 · USD 127,000"
Av. Jose del Carmen Verastegui,"San Juan de Miraflores, Lima",155 m² tot.,3 dorm.,"S/ 532,000"
pardo y aliaga,"San Isidro, Lima",800 m² tot.,8 dorm.,"S/ 8,610,800 · USD 2,266,000"
Edificio Mg Fernandez,"Lima, Lima",92 m² tot.,3 dorm.,"S/ 436,600 · USD 118,000"
Calle Diego de Almagro,"Jesús María, Lima",62 m² tot.,2 dorm.,"S/ 527,169 · USD 146,435"
IGNACIO MERINO,"San Isidro, Lima",130 m² tot.,2 dorm.,"S/ 1,424,500 · USD 385,000"
Santiago de Surco,"Santiago de Surco, Lima",185 m² tot.,3 dorm.,"S/ 1,125,754 · USD 294,700"
LOS SAUCES,"San Isidro, Lima",187 m² tot.,3 dorm.,"S/ 1,100,000 · USD 290,000"
Av. Los Faisanes 485,"Chorrillos, Lima",53 m² tot.,2 dorm.,"S/ 1,165,500 · USD 315,000"
Av. Los Cisnes MzJ Chosica Lurigancho,"Chosica (Lurigancho), Lima",1986 m² tot.,15 dorm.,"S/ 5,094,000 · USD 1,390,000"
Federico Villareal,"Miraflores, Lima",515 m² tot.,3 dorm.,"S/ 4,635,342 · USD 1,255,000"
Calle Heraud,"San Miguel, Lima",77 m² tot.,3 dorm.,"S/ 407,000 · USD 110,000"
Calle Bernardo Monteagudo,"Orrantia Del Mar, Magdalena",176 m² tot.,4 dorm.,"S/ 2,548,200 · USD 685,000"
CALLE JOSE GALVEZ 880,"Miraflores, Lima",141 m² tot.,3 dorm.,"S/ 1,319,220 · USD 349,000"
Prolongacion Av. Arica 1990,"Lima Cercado, Lima",136 m² tot.,NULL,"S/ 491,400 · USD 130,000"
La Molina Vieja,"La Molina Vieja, La Molina",1000 m² tot.,4 dorm.,"S/ 4,255,000 · USD 1,150,000"
Jiron Junin,"Magdalena, Lima",80 m² tot.,3 dorm.,"S/ 407,000 · USD 110,000"
MALECON ARMENDARIZ,"Miraflores, Lima",117 m² tot.,3 dorm.,"S/ 876,000 · USD 239,000"
Javier Prado Oeste al 955,"Lima, Lima",180 m² tot.,3 dorm.,"S/ 886,690 · USD 239,000"
CALLE BOLIVAR,"Miraflores, Lima",142 m² tot.,8 dorm.,"S/ 1,060,000 · USD 295,000"
AV. Brasil al 2900,"Magdalena, Lima",86 m² tot.,3 dorm.,"S/ 375,000 · USD 100,000"
Santiago DE Surco,"Camino Real, Santiago de Surco",159 m² tot.,NULL,"S/ 693,120 · USD 182,400"
Jr César Lopez Rojas 177,"San Miguel, Lima",100 m² tot.,3 dorm.,"S/ 444,600 · USD 117,000"
Calle Van Gogh Calle 1,"San Borja, Lima",153 m² tot.,3 dorm.,"S/ 1,207,120 · USD 316,000"
Alcanfores 884,"Miraflores, Lima",62 m² tot.,2 dorm.,"S/ 653,077 · USD 174,500"
Calle Las Violetas 320,"Las Casuarinas Sur, Santiago de Surco",315 m² tot.,3 dorm.,"S/ 1,153,000 · USD 310,000"
"Mz. V Lote 3 y 6 Zona Industrial, Distrito de Veintiseis de Octubre, Provincia de Piura","Piura, Piura",1500 m² tot.,NULL,"S/ 4,176,200 · USD 1,099,000"
"AV.OSCAR R.BENAVIDES CHINCHA LOCAL COMERCIAL 1,034M2","Mariscal Oscar R Benavides, Chincha Alta",1035 m² tot.,NULL,"S/ 3,400,000 · USD 920,000"
Departamento de 3 Dormitorios en Surco Edificio con Parque Privado Cerca a la Universidad de Lima,"Neptuno, Santiago de Surco",89 m² tot.,3 dorm.,"S/ 714,900 · USD 194,000"
JIRÓN LOS AMANCAES 300,"Santiago de Surco, Lima",130 m² tot.,3 dorm.,"S/ 623,900 · USD 170,000"
Av. Parque del Sur,"San Borja Sur, San Borja",51 m² tot.,2 dorm.,"S/ 441,640"
jr.las Anemonas urb. las violetas,"Las Flores, San Juan de Lurigancho",160 m² tot.,NULL,"S/ 352,000 · USD 95,000"
Lopez de Ayala,"San Borja, Lima",90 m² tot.,3 dorm.,"S/ 744,000 · USD 200,000"
Miramar,"Miramar 1, Ancón",4320 m² tot.,NULL,"S/ 3,996,000 · USD 1,080,000"
Av Del Ejercito al 1100,"Lima, Lima",41 m² tot.,NULL,"S/ 437,000 · USD 115,000"
San Bartolo,"San Bartolo, Lima",140 m² tot.,4 dorm.,"S/ 286,118 · USD 74,900"
Jr. Batalla de Junin 200 Barranco,"Barranco, Lima",386 m² tot.,4 dorm.,"S/ 4,440,000 · USD 1,200,000"
Pezet esquina Muñiz,"San Gabriel, San Isidro",597 m² tot.,5 dorm.,"S/ 9,250,000 · USD 2,500,000"
VICTOR MALDONADO BEGAZO 120,"Aurora, Miraflores",194 m² tot.,3 dorm.,"S/ 2,109,000 · USD 570,000"
Jr. Batallón Tarma,"Santa Teresa, Santiago de Surco",161 m² tot.,3 dorm.,"S/ 1,017,500 · USD 275,000"
Las Viñas de la Molina,"Las Viñas, La Molina",126 m² tot.,3 dorm.,"S/ 771,120 · USD 204,000"
Av. Pastor Sevilla S/N,"Virgen De Cocharcas, Villa el Salvador",908 m² tot.,NULL,"S/ 2,386,650,000 · USD 645,000"
"C. 44 270, Comas","Comas, Lima",183 m² tot.,3 dorm.,"S/ 605,550 · USD 165,000"
Urb. LOS Robles DE Santa Rosa SAN Martin DE Porres,"Los Robles De Santa Rosa, San Martín de Porres",140 m² tot.,8 dorm.,"S/ 526,240 · USD 143,000"
av. camino real 725,"San Isidro, Lima",215 m² tot.,3 dorm.,"S/ 1,364,200 · USD 359,000"
Club Las Palmas,"Las Palmas, Asia",271 m² tot.,4 dorm.,"S/ 2,089,450 · USD 550,000"
Calle Luis De Velasco Mz. G-3 Lote 03,"Carabayllo, Lima",105 m² tot.,NULL,"S/ 177,600 · USD 48,000"
Hermosa Terraza Ubicado Cerca a Plaza San Miguel y UPC,"San Miguel, Lima",148 m² tot.,3 dorm.,"S/ 536,500 · USD 145,000"
Las Casuarinas Santiago de Surco,"Santiago de Surco, Lima",471 m² tot.,NULL,"S/ 671,494 · USD 181,485"
Av. Benavides Ofic. CON Cochera Incluida,"Alexander Von Humboldt, Miraflores",30 m² tot.,NULL,"S/ 373,230 · USD 99,000"
AVENIDA NICOLAS DUEÑA 233,"Mirones Alto, Lima Cercado",262 m² tot.,NULL,"S/ 1,200,000 · USD 320,000"
VILLA EL SALVADOR COOP LAS VERTIENTES C4,"Las Vertientes, Villa el Salvador",1000 m² tot.,NULL,"S/ 1,577,000 · USD 415,000"
Dúplex 3D con Terraza Frente a Parque,"Monterrico, Santiago de Surco",270 m² tot.,3 dorm.,"S/ 1,273,050 · USD 345,000"
AV. 2 DE MAYO,"Country Club, San Isidro",115 m² tot.,2 dorm.,"S/ 899,000 · USD 250,000"
Av. El Sauce,"Surquillo, Lima",63 m² tot.,2 dorm.,"S/ 390,600 · USD 105,000"
"Calle Independencia, Santiago de Surco","Santiago de Surco, Lima",41 m² tot.,2 dorm.,"S/ 140,000 · USD 37,800"
Jr. Cruz del Sur al 100,"Santiago de Surco, Lima",65 m² tot.,NULL,"S/ 725,754 · USD 194,000"
JIRÓN TAMBO REAL 451,"Santiago de Surco, Lima",201 m² tot.,4 dorm.,"S/ 1,285,470 · USD 345,000"
"Jirón Teniente Arancibia 299, Barrios Altos","Barrios Altos, Lima Cercado",392 m² tot.,4 dorm.,"S/ 731,520 · USD 192,000"
EDIFICIO EL DORADO,"Lince, Lima",287 m² tot.,8 dorm.,"S/ 559,000 · USD 147,000"
Los Tapiceros,"Ate Vitarte, Lima",1671 m² tot.,NULL,Consultar precio
Villa EL Salvador,"Villa el Salvador, Lima",1054 m² tot.,NULL,"S/ 1,862,000 · USD 490,000"
Mollendo,"Islay, Arequipa",108000 m² tot.,NULL,"S/ 33,865,910 · USD 9,252,981"
La Merced,"San Juan de Miraflores, Lima",71 m² tot.,2 dorm.,"S/ 243,750 · USD 65,000"
Parque Bella Luz,"Bella Luz, Santiago de Surco",764 m² tot.,4 dorm.,"S/ 3,524,500 · USD 950,000"
pucara pachacamac,"Pachacamac, Pachacamac",2600 m² tot.,1 dorm.,"S/ 1,273,000 · USD 335,000"
"C. 44 209, Comas 15316","Alameda Del Pinar, Comas",230 m² tot.,6 dorm.,"S/ 481,000 · USD 129,900"
El Remanso,"El Remanso, La Molina",300 m² tot.,4 dorm.,"S/ 1,891,210 · USD 499,000"
calle 21 de septiembre 695,"Comas, Lima",523 m² tot.,6 dorm.,"S/ 494,000 · USD 130,000"
Mariscal Caceres,"Mariscal Andres Avelino Caceres Etapa Iii S 2, San Juan de Lurigancho",172 m² tot.,6 dorm.,"S/ 506,000 · USD 135,000"
C. Los Cipreses 140,"Valle Hermoso, Santiago de Surco",150 m² tot.,3 dorm.,"S/ 832,500 · USD 225,000"
"Lte 35, Jr. Polonia Mz E","Los Olivos, Lima",81 m² tot.,3 dorm.,"S/ 270,000 · USD 72,000"
Miraflores,"Miraflores, Lima",81 m² tot.,2 dorm.,"S/ 830,000 · USD 218,306"
Jirón Moore,"Magdalena, Lima",196 m² tot.,3 dorm.,"S/ 970,000 · USD 259,000"
"Cajamarquilla Lurigancho, Lima","San Juan de Lurigancho, Lima",24865 m² tot.,NULL,Consultar precio
Jr. Rio de la Plata 1,"Las Praderas De La Molina, La Molina",400 m² tot.,5 dorm.,"S/ 1,047,200 · USD 280,000"
Juan Jose Muñoz 551a,"Santa Luzmila, Comas",100 m² tot.,NULL,"S/ 397,500 · USD 106,000"
JR Puno al 3800,"San Martín de Porres, Lima",110 m² tot.,3 dorm.,"S/ 350,000 · USD 95,000"
AV. CIRCUNVALACION EL GOLF LOS INCAS 148,"Camacho, Santiago de Surco",222 m² tot.,3 dorm.,"S/ 1,965,600 · USD 520,000"
Terrenos de Campoy,"San Juan de Lurigancho, Lima",1615 m² tot.,NULL,"S/ 2,805,000 · USD 750,000"
SAN MARTIN 100,"Barranco, Lima",512 m² tot.,4 dorm.,"S/ 6,630,400 · USD 1,792,000"
Jr. San Martín al 500,"Magdalena, Lima",81 m² tot.,3 dorm.,"S/ 515,000"
Malecon Cisneros 300,"Miraflores, Lima",1350 m² tot.,5 dorm.,"S/ 28,000,000 · USD 7,000,000"
Calle 54,"Corpac, San Isidro",290 m² tot.,4 dorm.,"S/ 2,109,000 · USD 570,000"
Tambo Viejo,"Cieneguilla, Lima",2911 m² tot.,7 dorm.,"S/ 2,451,000 · USD 645,000"
AVENIDA BUENAVISTA 200,"Chacarilla, San Borja",153 m² tot.,3 dorm.,"S/ 1,071,600 · USD 285,000"
Caminos del Inca 1300 Surco,"Santiago de Surco, Lima",151 m² tot.,3 dorm.,"S/ 848,700 · USD 230,000"
Jirón Torres Malarín Cuadra 5,"Pueblo Libre, Lima",39 m² tot.,1 dorm.,"S/ 220,000 · USD 59,459"
"Rosa Merino 377, Lima 15087, Perú","San Miguel, Lima",84 m² tot.,3 dorm.,"S/ 560,000 · USD 150,134"
HUAYCAN ZONA H S/N ATE,"Huaycan Zn.h, Ate Vitarte",90 m² tot.,6 dorm.,"S/ 284,000 · USD 77,000"
Jr. Rio Huara - Pueblo Libre,"Pueblo Libre, Lima",78 m² tot.,3 dorm.,"S/ 502,200 · USD 137,000"
Teniente Carlos Moore 1300,"Los Cipreses, Lima Cercado",99 m² tot.,2 dorm.,"S/ 434,700 · USD 115,000"
PADRE URRACA 121,"San Miguel, Lima",81 m² tot.,3 dorm.,"S/ 390,370 · USD 103,000"
CALLE LAS VIOLETAS,"Las Casuarinas Sur, Santiago de Surco",110 m² tot.,3 dorm.,"S/ 633,750 · USD 169,000"
Jr. Teofilo Castillo 773,"Apolo, La Victoria",103 m² tot.,3 dorm.,"S/ 524,500 · USD 138,000"
Calle Genaro Castro Iglesias al 430,"Miraflores, Lima",230 m² tot.,4 dorm.,"S/ 1,285,200 · USD 340,000"
CALLE CHICLAYO 170,"Miraflores, Lima",90 m² tot.,3 dorm.,"S/ 718,200 · USD 189,000"
Jr. Tomás Catari 468,"Los Olivos, Lima",80 m² tot.,3 dorm.,"S/ 277,500 · USD 75,000"
Choquehuanca,"San Isidro, Lima",229 m² tot.,4 dorm.,"S/ 2,586,300 · USD 699,000"
Jr. Baca Flor al 300,"Magdalena, Lima",130 m² tot.,3 dorm.,"S/ 888,000 · USD 240,000"
Av. Guardia Civil Cuadra 8 La Campiña - Chorrillos,"La Campiña, Chorrillos",64 m² tot.,3 dorm.,"S/ 270,000 · USD 73,000"
Flora Tristan,"Magdalena, Lima",127 m² tot.,3 dorm.,"S/ 758,500 · USD 205,000"
"jr pastaza, san antonio de cumbaza, tarapoto","San Antonio, San Martin",942 m² tot.,2 dorm.,"S/ 413,000 · USD 110,000"
Casagrande,"Centro Comercial Monterrico, Santiago de Surco",208 m² tot.,3 dorm.,"S/ 1,121,250 · USD 299,000"
Calle Valencia,"La Macarena, La Perla",152 m² tot.,2 dorm.,"S/ 450,000 · USD 120,000"
Av salaverry 1210,"Jesús María, Lima",80 m² tot.,3 dorm.,"S/ 499,500 · USD 135,000"
Jirón Huiracocha 2083,"Jesús María, Lima",81 m² tot.,3 dorm.,"S/ 627,000 · USD 165,000"
San Martin 126,"Comas, Lima",128 m² tot.,5 dorm.,"S/ 333,000 · USD 90,000"
"Ubicado en Av. José Antonio Lavalle, Urb. San Juan Bautista, Cerca a Los Cedros","San Juan Bautista De Villa, Chorrillos",98 m² tot.,3 dorm.,"S/ 290,000 · USD 77,000"
Av. Parque Sur Cuadra 3,"San Isidro, Lima",279 m² tot.,3 dorm.,"S/ 1,831,500 · USD 495,000"
Santiago DE Surco,"Camino Real, Santiago de Surco",128 m² tot.,NULL,"S/ 586,872 · USD 154,440"
PLAYA PELICANOS,"Pucusana, Lima",266 m² tot.,5 dorm.,"S/ 1,849,630 · USD 499,900"
Av LA PAZ N al 1400,"Miraflores, Lima",71 m² tot.,1 dorm.,"S/ 736,560 · USD 198,000"
Av. Argentina 752,"Lima Cercado, Lima",6 m² tot.,NULL,"S/ 77,700 · USD 21,000"
"Muñoz, Puente Piedra 15118","Puente Piedra, Lima",240 m² tot.,NULL,"S/ 288,600 · USD 78,000"
Av. Arequipa 3669,"San Isidro, Lima",303 m² tot.,4 dorm.,"S/ 3,196,000 · USD 850,000"
calle acapulco 555,"La Molina, Lima",384 m² tot.,NULL,"S/ 2,128,000 · USD 560,000"
Prolongación Paseo de la República 6895,"Las Lilas, Santiago de Surco",86 m² tot.,3 dorm.,"S/ 5,220,000 · USD 139,000"
Calle Juan Fuentes,"La Calera De La Merced, Surquillo",52 m² tot.,2 dorm.,"S/ 241,875 · USD 64,500"
"Av. Costanera 1200, Urb. Miramar","San Miguel, Lima",60 m² tot.,1 dorm.,"S/ 341,620 · USD 89,900"
Calle BUENAVISTA S/N,"San Borja, Lima",253 m² tot.,5 dorm.,"S/ 1,433,250 · USD 390,000"
Calle el Rosario 100; Miraflores,"Miraflores, Lima",60 m² tot.,1 dorm.,"S/ 678,410 · USD 179,000"
Reynaldo de Vivanco al 400,"Valle Hermoso, Santiago de Surco",428 m² tot.,5 dorm.,"S/ 2,620,000 · USD 695,000"
Av. La Paz 2350 San Miguel,"San Miguel, Lima",533 m² tot.,NULL,Consultar precio
JIRON CASTROVIRREYNA,"Barranco, Lima",664 m² tot.,4 dorm.,"S/ 2,752,800 · USD 740,000"
Av. San Borja Sur 800,"San Borja Sur, San Borja",330 m² tot.,6 dorm.,"S/ 2,405,000 · USD 650,000"
Jirón los Rubíes 377,"Balconcillo, La Victoria",76 m² tot.,2 dorm.,"S/ 298,833 · USD 78,900"
Sector Bajada Chilca,"Chilca, Cañete",4620 m² tot.,NULL,"S/ 291,072 · USD 75,800"
malecon superior 1575,"Punta Hermosa, Punta Hermosa",350 m² tot.,5 dorm.,"S/ 4,180,000 · USD 3,000"
Calle Euchariz 115,"Valle Hermoso, Santiago de Surco",125 m² tot.,3 dorm.,"S/ 890,625 · USD 225,000"
Av Javier Prado Oeste 658,"Magdalena, Lima",83 m² tot.,3 dorm.,"S/ 444,000 · USD 120,000"
Comas-calle La Mar al 100,"Huaquillay Et.1, Comas",65 m² tot.,3 dorm.,"S/ 146,940 · USD 39,500"
Jr. Manuel Segura al 200,"Lima, Lima",45 m² tot.,1 dorm.,"S/ 323,000 · USD 85,000"
Jirón Colina 100,"Barranco, Lima",225 m² tot.,2 dorm.,"S/ 2,086,843 · USD 550,000"
La Molina,"La Molina, Lima",295 m² tot.,3 dorm.,"S/ 1,886,220 · USD 499,000"
AV. Julio bailetti 210,"Jaracanda, San Borja",115 m² tot.,2 dorm.,"S/ 671,500 · USD 185,000"
Malecón Cisneros,"Miraflores, Lima",200 m² tot.,3 dorm.,"S/ 1,498,125 · USD 399,500"
Malecón Cisneros,"Miraflores, Lima",353 m² tot.,4 dorm.,"S/ 3,990,000 · USD 1,050,000"
AV. AYACUCHO 1474 SURCO,"Santiago de Surco, Lima",117 m² tot.,2 dorm.,"S/ 883,200 · USD 240,000"
Jr. George Ellery Hale,"Santiago de Surco, Lima",92 m² tot.,3 dorm.,"S/ 321,900 · USD 87,000"
Av. Republica de Panamá 3537,"San Isidro, Lima",373 m² tot.,NULL,"S/ 4,550,000 · USD 1,250,000"
Jirón Tarapacá 158,"Magdalena, Lima",52 m² tot.,1 dorm.,"S/ 340,000 · USD 91,891"
Av. Gálvez Barrenechea al 1000,"San Borja, Lima",224 m² tot.,5 dorm.,"S/ 962,000 · USD 260,000"
Jirón Las Mimosas,"Barranco, Lima",155 m² tot.,3 dorm.,"S/ 1,628,000 · USD 440,000"
Unidad Vecinal Mirones,"Mirones, Lima Cercado",97 m² tot.,4 dorm.,"S/ 407,000 · USD 110,000"
Av. Jorge Chavez 342,"Miraflores, Lima",183 m² tot.,3 dorm.,"S/ 1,346,000 · USD 359,000"
"Mama Ocllo, Lince","Lince, Lima",83 m² tot.,2 dorm.,"S/ 356,250 · USD 95,000"
Calle Fernandez Concha 231,"Rosedal, Miraflores",317 m² tot.,3 dorm.,"S/ 2,756,250 · USD 735,000"
